lead_code,total_due,dpd_bucket,state
LDSMFG_148795,439046,180+,Delhi
LDSMFG_148796,217441,30-60,Tamil Nadu
LDSMFG_148797,90721,30-60,Tamil Nadu
LDSMFG_148798,26746,30-60,Karnataka
LDSMFG_148799,223465,30-60,Maharashtra
LDSMFG_148800,276747,180+,Karnataka
LDSMFG_148801,344121,30-60,UP
LDSMFG_148802,9570,30-60,Maharashtra
LDSMFG_148803,168388,60-90,UP
LDSMFG_148804,56604,60-90,Maharashtra
LDSMFG_148805,23467,30-60,Karnataka
LDSMFG_148806,263405,30-60,Tamil Nadu
LDSMFG_148807,345525,90-180,Karnataka
LDSMFG_148808,442854,180+,Delhi
LDSMFG_148809,386995,90-180,Karnataka
LDSMFG_148810,425159,90-180,UP
LDSMFG_148811,206441,90-180,Tamil Nadu
LDSMFG_148812,241177,90-180,Karnataka
LDSMFG_148813,265567,90-180,UP
LDSMFG_148814,8340,30-60,Tamil Nadu
LDSMFG_148815,310676,30-60,Karnataka
LDSMFG_148816,213920,30-60,UP
LDSMFG_148817,238220,60-90,Maharashtra
LDSMFG_148818,202247,30-60,Tamil Nadu
LDSMFG_148819,194990,30-60,UP
LDSMFG_148820,49188,30-60,Delhi
LDSMFG_148821,20211,30-60,UP
LDSMFG_148822,280640,60-90,Karnataka
LDSMFG_148823,361525,30-60,Maharashtra
LDSMFG_148824,193320,90-180,Tamil Nadu
LDSMFG_148825,231697,180+,Delhi
LDSMFG_148826,439361,60-90,Karnataka
LDSMFG_148827,370848,60-90,Karnataka
LDSMFG_148828,34672,30-60,UP
LDSMFG_148829,86481,60-90,Delhi
LDSMFG_148830,481454,180+,UP
LDSMFG_148831,210327,30-60,Delhi
LDSMFG_148832,172099,180+,Maharashtra
LDSMFG_148833,434467,30-60,Tamil Nadu
LDSMFG_148834,417619,30-60,Maharashtra
LDSMFG_148835,490561,180+,UP
LDSMFG_148836,244135,60-90,Delhi
LDSMFG_148837,292294,30-60,Karnataka
LDSMFG_148838,80762,90-180,Tamil Nadu
LDSMFG_148839,183012,60-90,Maharashtra
LDSMFG_148840,317620,90-180,Tamil Nadu
LDSMFG_148841,369852,30-60,Tamil Nadu
LDSMFG_148842,243780,90-180,Karnataka
LDSMFG_148843,301346,90-180,UP
LDSMFG_148844,275873,180+,Tamil Nadu
LDSMFG_148845,28938,60-90,Karnataka
LDSMFG_148846,239329,60-90,Karnataka
LDSMFG_148847,80302,90-180,UP
LDSMFG_148848,341064,30-60,UP
LDSMFG_148849,30762,30-60,Delhi
LDSMFG_148850,164796,30-60,Tamil Nadu
LDSMFG_148851,95586,180+,Maharashtra
LDSMFG_148852,25653,30-60,Maharashtra
LDSMFG_148853,149579,180+,Tamil Nadu
LDSMFG_148854,340058,30-60,UP
LDSMFG_148855,178845,60-90,Maharashtra
LDSMFG_148856,378435,60-90,Maharashtra
LDSMFG_148857,40205,90-180,UP
LDSMFG_148858,278715,180+,UP
LDSMFG_148859,173392,60-90,UP
LDSMFG_148860,121042,30-60,Tamil Nadu
LDSMFG_148861,53853,30-60,Delhi
LDSMFG_148862,166262,30-60,Maharashtra
LDSMFG_148863,123088,30-60,Tamil Nadu
LDSMFG_148864,94116,30-60,Maharashtra
LDSMFG_148865,434738,90-180,Tamil Nadu
LDSMFG_148866,470017,60-90,Maharashtra
LDSMFG_148867,49489,60-90,Delhi
LDSMFG_148868,265513,30-60,Karnataka
LDSMFG_148869,470493,30-60,Tamil Nadu
LDSMFG_148870,137909,30-60,UP
LDSMFG_148871,320907,30-60,Karnataka
LDSMFG_148872,87945,30-60,Delhi
LDSMFG_148873,61964,30-60,Tamil Nadu
LDSMFG_148874,135349,90-180,Karnataka
LDSMFG_148875,61398,90-180,Karnataka
LDSMFG_148876,480794,30-60,Maharashtra
LDSMFG_148877,349741,30-60,Tamil Nadu
LDSMFG_148878,361666,30-60,UP
LDSMFG_148879,58198,60-90,Karnataka
LDSMFG_148880,352885,90-180,UP
LDSMFG_148881,433359,60-90,Maharashtra
LDSMFG_148882,54427,30-60,UP
LDSMFG_148883,142931,30-60,Maharashtra
LDSMFG_148884,312651,30-60,Maharashtra
LDSMFG_148885,432572,90-180,Karnataka
LDSMFG_148886,353645,30-60,Tamil Nadu
LDSMFG_148887,67570,180+,Delhi
LDSMFG_148888,411070,30-60,UP
LDSMFG_148889,169085,90-180,Tamil Nadu
LDSMFG_148890,298798,60-90,UP
LDSMFG_148891,243456,90-180,UP
LDSMFG_148892,244779,60-90,Karnataka
LDSMFG_148893,394049,30-60,Maharashtra
LDSMFG_148894,159126,90-180,Tamil Nadu
LDSMFG_148895,340872,30-60,Karnataka
LDSMFG_148896,65254,60-90,Karnataka
LDSMFG_148897,465936,30-60,Tamil Nadu
LDSMFG_148898,181278,30-60,UP
LDSMFG_148899,434235,60-90,Maharashtra
LDSMFG_148900,283425,60-90,Karnataka
LDSMFG_148901,273007,30-60,Karnataka
LDSMFG_148902,319347,60-90,Maharashtra
LDSMFG_148903,473454,30-60,Delhi
LDSMFG_148904,303683,90-180,Karnataka
LDSMFG_148905,266137,60-90,Karnataka
LDSMFG_148906,215144,30-60,Tamil Nadu
LDSMFG_148907,440304,60-90,Karnataka
LDSMFG_148908,329582,60-90,Karnataka
LDSMFG_148909,21077,90-180,Maharashtra
LDSMFG_148910,423489,60-90,Tamil Nadu
LDSMFG_148911,391112,90-180,Maharashtra
LDSMFG_148912,36052,90-180,Maharashtra
LDSMFG_148913,335099,90-180,Karnataka
LDSMFG_148914,149590,90-180,Maharashtra
LDSMFG_148915,143468,30-60,Delhi
LDSMFG_148916,89548,90-180,UP
LDSMFG_148917,176149,90-180,Delhi
LDSMFG_148918,16981,30-60,Tamil Nadu
LDSMFG_148919,103989,60-90,UP
LDSMFG_148920,73292,60-90,Karnataka
LDSMFG_148921,331986,30-60,Maharashtra
LDSMFG_148922,403239,60-90,Tamil Nadu
LDSMFG_148923,228026,180+,Maharashtra
LDSMFG_148924,288363,90-180,Tamil Nadu
LDSMFG_148925,378006,30-60,Maharashtra
LDSMFG_148926,482108,60-90,Maharashtra
LDSMFG_148927,415310,60-90,Tamil Nadu
LDSMFG_148928,42853,60-90,Tamil Nadu
LDSMFG_148929,141718,90-180,UP
LDSMFG_148930,190117,90-180,Karnataka
LDSMFG_148931,182997,60-90,UP
LDSMFG_148932,179999,90-180,Karnataka
LDSMFG_148933,148063,60-90,Delhi
LDSMFG_148934,417194,30-60,UP
LDSMFG_148935,481228,60-90,UP
LDSMFG_148936,40723,30-60,Maharashtra
LDSMFG_148937,160859,60-90,UP
LDSMFG_148938,358837,60-90,Maharashtra
LDSMFG_148939,381189,60-90,Karnataka
LDSMFG_148940,447308,60-90,UP
LDSMFG_148941,311935,90-180,Karnataka
LDSMFG_148942,80171,30-60,UP
LDSMFG_148943,413148,180+,Karnataka
LDSMFG_148944,304055,90-180,UP
LDSMFG_148945,390602,90-180,Delhi
LDSMFG_148946,373092,30-60,Maharashtra
LDSMFG_148947,368445,30-60,Delhi
LDSMFG_148948,370656,30-60,Maharashtra
LDSMFG_148949,408162,90-180,UP
LDSMFG_148950,352043,90-180,UP
LDSMFG_148951,150459,30-60,UP
LDSMFG_148952,467357,60-90,Tamil Nadu
LDSMFG_148953,316717,60-90,Tamil Nadu
LDSMFG_148954,120298,90-180,UP
LDSMFG_148955,46405,30-60,Karnataka
LDSMFG_148956,14152,30-60,Maharashtra
LDSMFG_148957,234506,60-90,Maharashtra
LDSMFG_148958,433631,60-90,Delhi
LDSMFG_148959,494095,30-60,Tamil Nadu
LDSMFG_148960,377719,90-180,Maharashtra
LDSMFG_148961,249085,30-60,Delhi
LDSMFG_148962,380334,90-180,Tamil Nadu
LDSMFG_148963,109977,90-180,Delhi
LDSMFG_148964,430064,180+,UP
LDSMFG_148965,441610,30-60,Maharashtra
LDSMFG_148966,205337,180+,UP
LDSMFG_148967,36455,90-180,Delhi
LDSMFG_148968,231420,90-180,Karnataka
LDSMFG_148969,333704,30-60,Maharashtra
LDSMFG_148970,358908,30-60,UP
LDSMFG_148971,152993,30-60,Maharashtra
LDSMFG_148972,430395,30-60,Delhi
LDSMFG_148973,107895,90-180,Delhi
LDSMFG_148974,188307,60-90,UP
LDSMFG_148975,168109,60-90,Tamil Nadu
LDSMFG_148976,38275,60-90,Tamil Nadu
LDSMFG_148977,303836,60-90,Tamil Nadu
LDSMFG_148978,276016,60-90,Karnataka
LDSMFG_148979,56764,60-90,Karnataka
LDSMFG_148980,124564,30-60,Karnataka
LDSMFG_148981,95871,90-180,Maharashtra
LDSMFG_148982,91143,30-60,Tamil Nadu
LDSMFG_148983,450515,60-90,Karnataka
LDSMFG_148984,395412,60-90,Tamil Nadu
LDSMFG_148985,171033,30-60,UP
LDSMFG_148986,29466,30-60,Karnataka
LDSMFG_148987,413978,60-90,Karnataka
LDSMFG_148988,155002,30-60,Tamil Nadu
LDSMFG_148989,190285,30-60,Maharashtra
LDSMFG_148990,337335,30-60,Karnataka
LDSMFG_148991,186446,30-60,UP
LDSMFG_148992,192974,30-60,UP
LDSMFG_148993,75555,30-60,UP
LDSMFG_148994,106878,90-180,Tamil Nadu
LDSMFG_148995,322019,90-180,Maharashtra
LDSMFG_148996,437530,60-90,UP
LDSMFG_148997,188247,30-60,UP
LDSMFG_148998,221272,60-90,Maharashtra
LDSMFG_148999,447194,30-60,Karnataka
LDSMFG_149000,456631,30-60,Karnataka
LDSMFG_149001,349604,30-60,Tamil Nadu
LDSMFG_149002,51255,60-90,Karnataka
LDSMFG_149003,316806,90-180,Tamil Nadu
LDSMFG_149004,355226,60-90,Tamil Nadu
LDSMFG_149005,85366,30-60,Delhi
LDSMFG_149006,476394,30-60,Karnataka
LDSMFG_149007,224694,90-180,UP
LDSMFG_149008,54496,60-90,Delhi
LDSMFG_149009,370627,60-90,Maharashtra
LDSMFG_149010,314935,60-90,Karnataka
LDSMFG_149011,494214,30-60,Maharashtra
LDSMFG_149012,193307,30-60,UP
LDSMFG_149013,306284,180+,Tamil Nadu
LDSMFG_149014,377009,90-180,Delhi
LDSMFG_149015,168148,180+,Maharashtra
LDSMFG_149016,442998,90-180,Maharashtra
LDSMFG_149017,113875,30-60,Tamil Nadu
LDSMFG_149018,56632,30-60,Maharashtra
LDSMFG_149019,289347,30-60,Delhi
LDSMFG_149020,360536,90-180,Karnataka
LDSMFG_149021,379170,60-90,Tamil Nadu
LDSMFG_149022,50642,30-60,UP
LDSMFG_149023,393790,180+,Tamil Nadu
LDSMFG_149024,388574,90-180,UP
LDSMFG_149025,276630,90-180,Karnataka
LDSMFG_149026,196667,30-60,UP
LDSMFG_149027,168230,60-90,Tamil Nadu
LDSMFG_149028,257660,180+,Maharashtra
LDSMFG_149029,281825,30-60,Karnataka
LDSMFG_149030,59790,60-90,UP
LDSMFG_149031,322196,60-90,Maharashtra
LDSMFG_149032,344381,30-60,Karnataka
LDSMFG_149033,282516,30-60,UP
LDSMFG_149034,31611,30-60,Karnataka
LDSMFG_149035,272667,30-60,UP
LDSMFG_149036,312937,30-60,UP
LDSMFG_149037,156305,60-90,Tamil Nadu
LDSMFG_149038,121465,30-60,Maharashtra
LDSMFG_149039,161027,60-90,Karnataka
LDSMFG_149040,205371,90-180,Delhi
LDSMFG_149041,314668,30-60,Delhi
LDSMFG_149042,247867,180+,Tamil Nadu
LDSMFG_149043,309765,60-90,Karnataka
LDSMFG_149044,221050,60-90,Tamil Nadu
LDSMFG_149045,96418,60-90,Delhi
LDSMFG_149046,204073,30-60,Tamil Nadu
LDSMFG_149047,206059,60-90,Delhi
LDSMFG_149048,348741,30-60,Tamil Nadu
LDSMFG_149049,267159,180+,UP
LDSMFG_149050,271554,90-180,Karnataka
LDSMFG_149051,23964,60-90,Tamil Nadu
LDSMFG_149052,75671,90-180,Tamil Nadu
LDSMFG_149053,119128,90-180,UP
LDSMFG_149054,264534,60-90,Delhi
LDSMFG_149055,340628,30-60,Maharashtra
LDSMFG_149056,253352,30-60,UP
LDSMFG_149057,468541,90-180,Tamil Nadu
LDSMFG_149058,144674,60-90,Tamil Nadu
LDSMFG_149059,131003,90-180,Delhi
LDSMFG_149060,274376,90-180,UP
LDSMFG_149061,193317,60-90,Delhi
LDSMFG_149062,382750,60-90,Karnataka
LDSMFG_149063,446166,60-90,Karnataka
LDSMFG_149064,206443,60-90,UP
LDSMFG_149065,96602,180+,Delhi
LDSMFG_149066,295525,30-60,Maharashtra
LDSMFG_149067,368791,30-60,Karnataka
LDSMFG_149068,122174,30-60,Maharashtra
LDSMFG_149069,343449,90-180,Tamil Nadu
LDSMFG_149070,323169,90-180,Delhi
LDSMFG_149071,349336,90-180,Maharashtra
LDSMFG_149072,189778,60-90,UP
LDSMFG_149073,5819,90-180,Karnataka
LDSMFG_149074,171455,30-60,UP
LDSMFG_149075,476900,60-90,UP
LDSMFG_149076,76605,30-60,Delhi
LDSMFG_149077,272784,30-60,UP
LDSMFG_149078,64888,30-60,Maharashtra
LDSMFG_149079,369432,30-60,UP
LDSMFG_149080,485026,30-60,UP
LDSMFG_149081,67244,30-60,UP
LDSMFG_149082,209309,60-90,UP
LDSMFG_149083,255951,30-60,Karnataka
LDSMFG_149084,483117,90-180,Maharashtra
LDSMFG_149085,260842,30-60,Tamil Nadu
LDSMFG_149086,204647,30-60,Tamil Nadu
LDSMFG_149087,190159,30-60,Maharashtra
LDSMFG_149088,299059,90-180,Karnataka
LDSMFG_149089,48642,60-90,Maharashtra
LDSMFG_149090,120290,60-90,Maharashtra
LDSMFG_149091,249447,60-90,Karnataka
LDSMFG_149092,192683,90-180,Tamil Nadu
LDSMFG_149093,377577,30-60,UP
LDSMFG_149094,397158,30-60,UP
LDSMFG_149095,445105,30-60,Karnataka
LDSMFG_149096,247030,30-60,Tamil Nadu
LDSMFG_149097,308359,30-60,Maharashtra
LDSMFG_149098,258452,180+,Delhi
LDSMFG_149099,269631,30-60,Karnataka
LDSMFG_149100,104662,60-90,Karnataka
LDSMFG_149101,66045,90-180,UP
LDSMFG_149102,359738,180+,Tamil Nadu
LDSMFG_149103,120377,180+,Delhi
LDSMFG_149104,229716,30-60,Maharashtra
LDSMFG_149105,210107,30-60,UP
LDSMFG_149106,469883,180+,UP
LDSMFG_149107,64040,30-60,UP
LDSMFG_149108,106470,30-60,Delhi
LDSMFG_149109,357664,180+,Tamil Nadu
LDSMFG_149110,328439,60-90,Tamil Nadu
LDSMFG_149111,5825,30-60,Karnataka
LDSMFG_149112,137263,30-60,Karnataka
LDSMFG_149113,441310,60-90,Karnataka
LDSMFG_149114,398125,30-60,Maharashtra
LDSMFG_149115,199562,180+,Tamil Nadu
LDSMFG_149116,478459,30-60,Karnataka
LDSMFG_149117,453015,30-60,UP
LDSMFG_149118,306697,30-60,Tamil Nadu
LDSMFG_149119,262046,60-90,Delhi
LDSMFG_149120,361449,30-60,UP
LDSMFG_149121,11813,30-60,Maharashtra
LDSMFG_149122,31350,30-60,Delhi
LDSMFG_149123,223633,90-180,Tamil Nadu
LDSMFG_149124,427208,60-90,Delhi
LDSMFG_149125,218525,60-90,Karnataka
LDSMFG_149126,245435,60-90,Karnataka
LDSMFG_149127,224502,30-60,Delhi
LDSMFG_149128,170047,90-180,Karnataka
LDSMFG_149129,423208,30-60,Karnataka
LDSMFG_149130,179808,30-60,Maharashtra
LDSMFG_149131,137309,60-90,Delhi
LDSMFG_149132,9943,30-60,UP
LDSMFG_149133,189989,60-90,Delhi
LDSMFG_149134,135257,60-90,Tamil Nadu
LDSMFG_149135,97055,60-90,Maharashtra
LDSMFG_149136,97292,180+,Karnataka
LDSMFG_149137,419436,60-90,UP
LDSMFG_149138,446014,90-180,Tamil Nadu
LDSMFG_149139,33694,60-90,Karnataka
LDSMFG_149140,164322,30-60,Karnataka
LDSMFG_149141,215550,30-60,Delhi
LDSMFG_149142,431443,60-90,Maharashtra
LDSMFG_149143,83305,60-90,Maharashtra
LDSMFG_149144,480255,30-60,Tamil Nadu
LDSMFG_149145,189992,90-180,Delhi
LDSMFG_149146,15447,60-90,Delhi
LDSMFG_149147,256740,60-90,Delhi
LDSMFG_149148,79045,60-90,Delhi
LDSMFG_149149,290009,90-180,UP
LDSMFG_149150,322594,30-60,UP
LDSMFG_149151,21134,30-60,Delhi
LDSMFG_149152,259819,180+,Delhi
LDSMFG_149153,57378,30-60,UP
LDSMFG_149154,414417,60-90,Tamil Nadu
LDSMFG_149155,111889,30-60,Delhi
LDSMFG_149156,417152,60-90,Tamil Nadu
LDSMFG_149157,214866,60-90,Tamil Nadu
LDSMFG_149158,197824,60-90,UP
LDSMFG_149159,201381,30-60,Delhi
LDSMFG_149160,157834,60-90,Maharashtra
LDSMFG_149161,270372,90-180,Tamil Nadu
LDSMFG_149162,64405,30-60,UP
LDSMFG_149163,119764,90-180,Tamil Nadu
LDSMFG_149164,336090,30-60,UP
LDSMFG_149165,136480,30-60,Karnataka
LDSMFG_149166,123780,30-60,Maharashtra
LDSMFG_149167,52497,30-60,Delhi
LDSMFG_149168,266966,90-180,Maharashtra
LDSMFG_149169,56419,30-60,Tamil Nadu
LDSMFG_149170,194159,90-180,Tamil Nadu
LDSMFG_149171,124216,30-60,Maharashtra
LDSMFG_149172,392877,30-60,Maharashtra
LDSMFG_149173,387406,180+,Karnataka
LDSMFG_149174,141845,30-60,Maharashtra
LDSMFG_149175,451202,60-90,Maharashtra
LDSMFG_149176,369445,90-180,Maharashtra
LDSMFG_149177,457391,30-60,Maharashtra
LDSMFG_149178,472931,90-180,Delhi
LDSMFG_149179,403833,30-60,UP
LDSMFG_149180,466453,60-90,Karnataka
LDSMFG_149181,385544,60-90,Delhi
LDSMFG_149182,139979,30-60,Maharashtra
LDSMFG_149183,280985,90-180,UP
LDSMFG_149184,358010,60-90,Karnataka
LDSMFG_149185,448043,30-60,Tamil Nadu
LDSMFG_149186,190151,90-180,Delhi
LDSMFG_149187,215015,90-180,Delhi
LDSMFG_149188,459683,60-90,Delhi
LDSMFG_149189,446307,60-90,UP
LDSMFG_149190,59501,60-90,Karnataka
LDSMFG_149191,66855,90-180,Delhi
LDSMFG_149192,102735,30-60,Karnataka
LDSMFG_149193,256928,60-90,UP
LDSMFG_149194,96822,60-90,Karnataka
LDSMFG_149195,155931,30-60,UP
LDSMFG_149196,339496,30-60,UP
LDSMFG_149197,447909,30-60,Maharashtra
LDSMFG_149198,414764,30-60,Tamil Nadu
LDSMFG_149199,490583,90-180,UP
LDSMFG_149200,126780,90-180,Maharashtra
LDSMFG_149201,481120,90-180,Tamil Nadu
LDSMFG_149202,89581,180+,Maharashtra
LDSMFG_149203,386300,30-60,UP
LDSMFG_149204,300529,180+,Maharashtra
LDSMFG_149205,213713,60-90,Maharashtra
LDSMFG_149206,422860,30-60,Maharashtra
LDSMFG_149207,10639,30-60,Karnataka
LDSMFG_149208,231938,60-90,Maharashtra
LDSMFG_149209,344296,60-90,Delhi
LDSMFG_149210,287724,30-60,Karnataka
LDSMFG_149211,365448,180+,Karnataka
LDSMFG_149212,294118,180+,Karnataka
LDSMFG_149213,443589,90-180,UP
LDSMFG_149214,380406,60-90,Delhi
LDSMFG_149215,232158,90-180,Tamil Nadu
LDSMFG_149216,52612,30-60,Tamil Nadu
LDSMFG_149217,422977,180+,UP
LDSMFG_149218,263775,90-180,Karnataka
LDSMFG_149219,15701,60-90,Delhi
LDSMFG_149220,287966,60-90,Karnataka
LDSMFG_149221,282114,30-60,Karnataka
LDSMFG_149222,91728,180+,UP
LDSMFG_149223,302991,30-60,Delhi
LDSMFG_149224,28103,90-180,Maharashtra
LDSMFG_149225,455695,30-60,Tamil Nadu
LDSMFG_149226,387850,90-180,Tamil Nadu
LDSMFG_149227,251142,30-60,Tamil Nadu
LDSMFG_149228,230465,30-60,Karnataka
LDSMFG_149229,481063,30-60,Maharashtra
LDSMFG_149230,327931,180+,Maharashtra
LDSMFG_149231,485195,30-60,Karnataka
LDSMFG_149232,153016,30-60,Karnataka
LDSMFG_149233,497709,30-60,Delhi
LDSMFG_149234,251657,180+,Tamil Nadu
LDSMFG_149235,19974,60-90,Tamil Nadu
LDSMFG_149236,314128,30-60,Maharashtra
LDSMFG_149237,51893,180+,Tamil Nadu
LDSMFG_149238,498888,90-180,Tamil Nadu
LDSMFG_149239,424530,90-180,Delhi
LDSMFG_149240,296996,60-90,Karnataka
LDSMFG_149241,272097,60-90,Karnataka
LDSMFG_149242,225890,90-180,UP
LDSMFG_149243,343917,30-60,Maharashtra
LDSMFG_149244,238756,60-90,UP
LDSMFG_149245,295592,180+,Delhi
LDSMFG_149246,36771,60-90,Karnataka
LDSMFG_149247,56550,30-60,Delhi
LDSMFG_149248,60378,30-60,Karnataka
LDSMFG_149249,190967,30-60,UP
LDSMFG_149250,247329,60-90,UP
LDSMFG_149251,194809,60-90,Maharashtra
LDSMFG_149252,73124,180+,UP
LDSMFG_149253,196882,60-90,Maharashtra
LDSMFG_149254,260976,30-60,Delhi
LDSMFG_149255,216423,30-60,Tamil Nadu
LDSMFG_149256,339036,90-180,Maharashtra
LDSMFG_149257,418285,60-90,UP
LDSMFG_149258,243497,90-180,Tamil Nadu
LDSMFG_149259,281839,30-60,Delhi
LDSMFG_149260,451677,30-60,UP
LDSMFG_149261,418999,180+,Delhi
LDSMFG_149262,268547,30-60,UP
LDSMFG_149263,111695,30-60,Maharashtra
LDSMFG_149264,164399,60-90,Tamil Nadu
LDSMFG_149265,72821,60-90,UP
LDSMFG_149266,144934,30-60,UP
LDSMFG_149267,203336,180+,UP
LDSMFG_149268,278574,30-60,Maharashtra
LDSMFG_149269,170089,30-60,Karnataka
LDSMFG_149270,169718,30-60,UP
LDSMFG_149271,33922,30-60,Tamil Nadu
LDSMFG_149272,147615,30-60,Tamil Nadu
LDSMFG_149273,185721,30-60,UP
LDSMFG_149274,97099,60-90,Tamil Nadu
LDSMFG_149275,423769,90-180,UP
LDSMFG_149276,184932,90-180,Delhi
LDSMFG_149277,458604,60-90,UP
LDSMFG_149278,327236,30-60,UP
LDSMFG_149279,340258,180+,UP
LDSMFG_149280,288407,30-60,Karnataka
LDSMFG_149281,81204,30-60,Karnataka
LDSMFG_149282,349602,30-60,UP
LDSMFG_149283,410448,60-90,Tamil Nadu
LDSMFG_149284,145164,30-60,Karnataka
LDSMFG_149285,432450,30-60,UP
LDSMFG_149286,263257,30-60,Delhi
LDSMFG_149287,307626,60-90,Tamil Nadu
LDSMFG_149288,416333,90-180,Tamil Nadu
LDSMFG_149289,169330,30-60,Maharashtra
LDSMFG_149290,494942,30-60,UP
LDSMFG_149291,383541,60-90,Tamil Nadu
LDSMFG_149292,64097,30-60,Karnataka
LDSMFG_149293,355775,180+,UP
LDSMFG_149294,23302,90-180,Delhi
LDSMFG_149295,80762,30-60,Tamil Nadu
LDSMFG_149296,308078,180+,Delhi
LDSMFG_149297,81439,30-60,Tamil Nadu
LDSMFG_149298,224017,30-60,Delhi
LDSMFG_149299,47446,30-60,UP
LDSMFG_149300,478637,30-60,Delhi
LDSMFG_149301,338779,90-180,Karnataka
LDSMFG_149302,293220,30-60,Maharashtra
LDSMFG_149303,447565,30-60,Maharashtra
LDSMFG_149304,113463,90-180,Karnataka
LDSMFG_149305,51578,30-60,UP
LDSMFG_149306,145798,30-60,Delhi
LDSMFG_149307,318009,60-90,Delhi
LDSMFG_149308,80076,30-60,Karnataka
LDSMFG_149309,124471,60-90,Maharashtra
LDSMFG_149310,275246,30-60,Maharashtra
LDSMFG_149311,17754,30-60,UP
LDSMFG_149312,434828,30-60,Delhi
LDSMFG_149313,169435,30-60,Karnataka
LDSMFG_149314,472082,30-60,Delhi
LDSMFG_149315,382846,30-60,Karnataka
LDSMFG_149316,463993,30-60,Maharashtra
LDSMFG_149317,154819,180+,UP
LDSMFG_149318,445986,180+,UP
LDSMFG_149319,185956,180+,Maharashtra
LDSMFG_149320,463886,60-90,Maharashtra
LDSMFG_149321,360515,30-60,Delhi
LDSMFG_149322,483897,60-90,Tamil Nadu
LDSMFG_149323,433610,180+,UP
LDSMFG_149324,327628,30-60,UP
LDSMFG_149325,261438,30-60,Tamil Nadu
LDSMFG_149326,310228,60-90,Tamil Nadu
LDSMFG_149327,232727,30-60,Tamil Nadu
LDSMFG_149328,167165,30-60,Maharashtra
LDSMFG_149329,12179,30-60,Maharashtra
LDSMFG_149330,170350,30-60,Tamil Nadu
LDSMFG_149331,312957,90-180,Karnataka
LDSMFG_149332,220788,30-60,UP
LDSMFG_149333,208515,30-60,Tamil Nadu
LDSMFG_149334,107816,90-180,Delhi
LDSMFG_149335,369750,60-90,UP
LDSMFG_149336,199900,60-90,Karnataka
LDSMFG_149337,121331,30-60,Tamil Nadu
LDSMFG_149338,114264,90-180,Karnataka
LDSMFG_149339,74942,90-180,UP
LDSMFG_149340,362683,30-60,UP
LDSMFG_149341,286892,180+,Tamil Nadu
LDSMFG_149342,355832,30-60,Karnataka
LDSMFG_149343,80127,60-90,UP
LDSMFG_149344,276886,60-90,Maharashtra
LDSMFG_149345,8411,60-90,Tamil Nadu
LDSMFG_149346,87002,60-90,Tamil Nadu
LDSMFG_149347,305608,60-90,Maharashtra
LDSMFG_149348,117067,90-180,Karnataka
LDSMFG_149349,296842,180+,UP
LDSMFG_149350,129359,90-180,Delhi
LDSMFG_149351,376560,90-180,Maharashtra
LDSMFG_149352,343155,30-60,Maharashtra
LDSMFG_149353,429324,30-60,Maharashtra
LDSMFG_149354,89360,30-60,Maharashtra
LDSMFG_149355,338440,90-180,Delhi
LDSMFG_149356,88702,60-90,Karnataka
LDSMFG_149357,396914,30-60,UP
LDSMFG_149358,314277,90-180,Tamil Nadu
LDSMFG_149359,182734,30-60,Maharashtra
LDSMFG_149360,198493,60-90,UP
LDSMFG_149361,495643,60-90,Maharashtra
LDSMFG_149362,30180,30-60,UP
LDSMFG_149363,437410,30-60,Karnataka
LDSMFG_149364,479840,60-90,Delhi
LDSMFG_149365,148597,60-90,Delhi
LDSMFG_149366,438890,90-180,Tamil Nadu
LDSMFG_149367,144994,60-90,Delhi
LDSMFG_149368,198854,60-90,Karnataka
LDSMFG_149369,478034,60-90,Tamil Nadu
LDSMFG_149370,383192,30-60,Maharashtra
LDSMFG_149371,433062,30-60,Delhi
LDSMFG_149372,218969,60-90,UP
LDSMFG_149373,493338,60-90,Maharashtra
LDSMFG_149374,373241,90-180,Maharashtra
LDSMFG_149375,334317,60-90,Tamil Nadu
LDSMFG_149376,18916,90-180,Karnataka
LDSMFG_149377,166998,180+,Delhi
LDSMFG_149378,47941,60-90,Tamil Nadu
LDSMFG_149379,65294,30-60,UP
LDSMFG_149380,24684,30-60,UP
LDSMFG_149381,369452,90-180,Delhi
LDSMFG_149382,153038,60-90,Delhi
LDSMFG_149383,250077,60-90,Delhi
LDSMFG_149384,488787,180+,Maharashtra
LDSMFG_149385,193551,30-60,Maharashtra
LDSMFG_149386,211776,30-60,UP
LDSMFG_149387,456537,30-60,Maharashtra
LDSMFG_149388,341155,30-60,UP
LDSMFG_149389,98009,60-90,Tamil Nadu
LDSMFG_149390,302310,30-60,UP
LDSMFG_149391,58264,180+,UP
LDSMFG_149392,235614,30-60,Karnataka
LDSMFG_149393,8466,30-60,Maharashtra
LDSMFG_149394,289046,60-90,Karnataka
LDSMFG_149395,64805,180+,Maharashtra
LDSMFG_149396,403579,60-90,Maharashtra
LDSMFG_149397,368614,30-60,UP
LDSMFG_149398,262656,30-60,UP
LDSMFG_149399,64397,180+,Karnataka
LDSMFG_149400,497299,30-60,Tamil Nadu
LDSMFG_149401,269278,30-60,Maharashtra
LDSMFG_149402,384068,30-60,UP
LDSMFG_149403,70126,60-90,Maharashtra
LDSMFG_149404,449007,180+,Delhi
LDSMFG_149405,308523,60-90,Tamil Nadu
LDSMFG_149406,359082,30-60,UP
