lead_code,sent_at,status,response_message,read_at
LDSMFG_134369,2025-01-25,READ,,2025-01-25 19:00:00
LDSMFG_141363,2025-01-16,DELIVERED,,
LDSMFG_145452,2025-01-27,DELIVERED,,
LDSMFG_143352,2025-01-16,DELIVERED,,
LDSMFG_120510,2025-01-02,READ,,2025-01-02 18:00:00
LDSMFG_145242,2025-01-21,READ,,2025-01-21 19:00:00
LDSMFG_163720,2025-01-21,DELIVERED,,
LDSMFG_161986,2025-01-23,READ,,2025-01-23 21:00:00
LDSMFG_142835,2025-01-03,DELIVERED,,
LDSMFG_107700,2025-01-17,FAILED,,
LDSMFG_157082,2025-01-09,READ,,2025-01-09 08:00:00
LDSMFG_166596,2025-01-20,DELIVERED,,
LDSMFG_106821,2025-01-27,DELIVERED,,
LDSMFG_192058,2025-01-01,READ,Pay link?,2025-01-01 22:00:00
LDSMFG_135991,2025-01-28,READ,,2025-01-28 03:00:00
LDSMFG_120423,2025-01-24,READ,,2025-01-24 01:00:00
LDSMFG_173394,2025-01-09,DELIVERED,,
LDSMFG_137085,2025-01-22,READ,,2025-01-22 21:00:00
LDSMFG_145407,2025-01-20,DELIVERED,Pay link?,
LDSMFG_167775,2025-01-06,READ,Pay link?,2025-01-06 14:00:00
LDSMFG_131833,2025-01-11,DELIVERED,,
LDSMFG_157408,2025-01-26,DELIVERED,Wrong number,
LDSMFG_103824,2025-01-22,FAILED,,
LDSMFG_179247,2025-01-21,FAILED,,
LDSMFG_131493,2025-01-02,READ,,2025-01-02 17:00:00
LDSMFG_190637,2025-01-01,READ,,2025-01-01 22:00:00
LDSMFG_185173,2025-01-09,READ,,2025-01-09 21:00:00
LDSMFG_107669,2025-01-10,DELIVERED,,
LDSMFG_133009,2025-01-10,READ,,2025-01-10 22:00:00
LDSMFG_142532,2025-01-05,FAILED,,
LDSMFG_161118,2025-01-10,READ,,2025-01-10 01:00:00
LDSMFG_194651,2025-01-03,FAILED,,
LDSMFG_156019,2025-01-12,DELIVERED,,
LDSMFG_143435,2025-01-12,FAILED,,
LDSMFG_100015,2025-01-14,READ,,2025-01-14 16:00:00
LDSMFG_163132,2025-01-05,READ,,2025-01-05 19:00:00
LDSMFG_188215,2025-01-29,DELIVERED,,
LDSMFG_157307,2025-01-29,READ,,2025-01-29 06:00:00
LDSMFG_164957,2025-01-28,READ,,2025-01-28 23:00:00
LDSMFG_116160,2025-01-22,DELIVERED,,
LDSMFG_132697,2025-01-04,READ,,2025-01-04 16:00:00
LDSMFG_122358,2025-01-10,FAILED,,
LDSMFG_184574,2025-01-13,DELIVERED,,
LDSMFG_198988,2025-01-13,DELIVERED,,
LDSMFG_164562,2025-01-03,DELIVERED,,
LDSMFG_124520,2025-01-02,FAILED,,
LDSMFG_191467,2025-01-29,READ,,2025-01-29 01:00:00
LDSMFG_188628,2025-01-08,DELIVERED,Wrong number,
LDSMFG_196903,2025-01-30,READ,,2025-01-30 21:00:00
LDSMFG_165173,2025-01-27,DELIVERED,,
LDSMFG_122294,2025-01-08,DELIVERED,,
LDSMFG_159286,2025-01-07,FAILED,Pay link?,
LDSMFG_172619,2025-01-06,DELIVERED,,
LDSMFG_105718,2025-01-14,READ,,2025-01-14 03:00:00
LDSMFG_147981,2025-01-14,DELIVERED,,
LDSMFG_100868,2025-01-15,READ,,2025-01-15 20:00:00
LDSMFG_155184,2025-01-27,READ,,2025-01-27 16:00:00
LDSMFG_195566,2025-01-30,FAILED,,
LDSMFG_110907,2025-01-25,FAILED,,
LDSMFG_105211,2025-01-03,FAILED,,
LDSMFG_143532,2025-01-18,READ,,2025-01-18 21:00:00
LDSMFG_130580,2025-01-08,READ,Wrong number,2025-01-08 20:00:00
LDSMFG_119776,2025-01-26,READ,,2025-01-26 17:00:00
LDSMFG_195011,2025-01-10,DELIVERED,,
LDSMFG_179571,2025-01-06,READ,,2025-01-06 03:00:00
LDSMFG_160868,2025-01-20,DELIVERED,,
LDSMFG_123491,2025-01-03,READ,,2025-01-03 13:00:00
LDSMFG_104148,2025-01-30,FAILED,,
LDSMFG_162743,2025-01-10,DELIVERED,,
LDSMFG_174806,2025-01-29,READ,,2025-01-29 09:00:00
LDSMFG_165569,2025-01-10,READ,Wrong number,2025-01-10 22:00:00
LDSMFG_124460,2025-01-17,DELIVERED,Pay link?,
LDSMFG_169346,2025-01-17,READ,Pay link?,2025-01-17 02:00:00
LDSMFG_180852,2025-01-19,DELIVERED,,
LDSMFG_148894,2025-01-05,READ,,2025-01-05 19:00:00
LDSMFG_199663,2025-01-16,DELIVERED,,
LDSMFG_180793,2025-01-10,READ,,2025-01-10 04:00:00
LDSMFG_173211,2025-01-04,DELIVERED,,
LDSMFG_189407,2025-01-21,DELIVERED,Wrong number,
LDSMFG_186420,2025-01-06,FAILED,,
LDSMFG_132108,2025-01-16,DELIVERED,,
LDSMFG_187355,2025-01-16,DELIVERED,,
LDSMFG_177758,2025-01-15,READ,Pay link?,2025-01-15 04:00:00
LDSMFG_109929,2025-01-29,DELIVERED,,
LDSMFG_195185,2025-01-20,FAILED,,
LDSMFG_155909,2025-01-15,READ,,2025-01-15 15:00:00
LDSMFG_139004,2025-01-01,READ,,2025-01-01 08:00:00
LDSMFG_117737,2025-01-09,FAILED,,
LDSMFG_147254,2025-01-29,READ,,2025-01-29 19:00:00
LDSMFG_184852,2025-01-12,READ,Pay link?,2025-01-12 01:00:00
LDSMFG_160316,2025-01-02,DELIVERED,,
LDSMFG_185926,2025-01-10,READ,,2025-01-10 22:00:00
LDSMFG_174417,2025-01-25,FAILED,,
LDSMFG_150159,2025-01-18,FAILED,,
LDSMFG_115712,2025-01-28,DELIVERED,,
LDSMFG_196412,2025-01-10,READ,,2025-01-10 06:00:00
LDSMFG_118254,2025-01-13,DELIVERED,,
LDSMFG_178233,2025-01-10,READ,,2025-01-10 03:00:00
LDSMFG_170834,2025-01-03,READ,Wrong number,2025-01-03 18:00:00
LDSMFG_192646,2025-01-19,READ,,2025-01-19 20:00:00
LDSMFG_108051,2025-01-08,DELIVERED,,
LDSMFG_131995,2025-01-28,DELIVERED,,
LDSMFG_178660,2025-01-10,READ,Wrong number,2025-01-10 02:00:00
LDSMFG_196991,2025-01-12,READ,Pay link?,2025-01-12 17:00:00
LDSMFG_126613,2025-01-22,READ,,2025-01-22 22:00:00
LDSMFG_124311,2025-01-21,DELIVERED,,
LDSMFG_171349,2025-01-21,FAILED,,
LDSMFG_161251,2025-01-13,READ,,2025-01-13 10:00:00
LDSMFG_162556,2025-01-18,DELIVERED,,
LDSMFG_192712,2025-01-28,READ,Wrong number,2025-01-28 19:00:00
LDSMFG_176266,2025-01-07,DELIVERED,,
LDSMFG_132985,2025-01-25,READ,,2025-01-25 16:00:00
LDSMFG_183517,2025-01-07,READ,,2025-01-07 23:00:00
LDSMFG_176203,2025-01-22,READ,Pay link?,2025-01-22 21:00:00
LDSMFG_127919,2025-01-12,DELIVERED,,
LDSMFG_117101,2025-01-22,READ,,2025-01-22 13:00:00
LDSMFG_113249,2025-01-12,READ,,2025-01-12 17:00:00
LDSMFG_108248,2025-01-23,READ,,2025-01-23 22:00:00
LDSMFG_189982,2025-01-06,READ,Pay link?,2025-01-06 15:00:00
LDSMFG_139263,2025-01-02,DELIVERED,,
LDSMFG_153051,2025-01-14,DELIVERED,,
LDSMFG_186394,2025-01-04,DELIVERED,,
LDSMFG_138371,2025-01-23,READ,,2025-01-23 23:00:00
LDSMFG_123795,2025-01-03,FAILED,,
LDSMFG_111467,2025-01-19,READ,,2025-01-19 13:00:00
LDSMFG_136939,2025-01-11,DELIVERED,,
LDSMFG_127983,2025-01-20,DELIVERED,,
LDSMFG_161775,2025-01-20,DELIVERED,,
LDSMFG_198800,2025-01-15,DELIVERED,,
LDSMFG_186967,2025-01-11,READ,,2025-01-11 04:00:00
LDSMFG_109223,2025-01-04,READ,,2025-01-04 02:00:00
LDSMFG_162774,2025-01-14,READ,,2025-01-14 16:00:00
LDSMFG_189600,2025-01-30,READ,,2025-01-30 04:00:00
LDSMFG_184173,2025-01-12,READ,,2025-01-12 21:00:00
LDSMFG_101202,2025-01-21,DELIVERED,,
LDSMFG_130184,2025-01-18,DELIVERED,,
LDSMFG_157564,2025-01-08,READ,,2025-01-08 05:00:00
LDSMFG_137095,2025-01-19,DELIVERED,,
LDSMFG_158600,2025-01-22,DELIVERED,,
LDSMFG_188668,2025-01-25,DELIVERED,,
LDSMFG_176050,2025-01-02,READ,,2025-01-02 22:00:00
LDSMFG_122218,2025-01-03,READ,,2025-01-03 22:00:00
LDSMFG_154298,2025-01-19,READ,,2025-01-19 17:00:00
LDSMFG_166861,2025-01-02,DELIVERED,,
LDSMFG_105184,2025-01-17,READ,,2025-01-17 21:00:00
LDSMFG_147700,2025-01-11,DELIVERED,,
LDSMFG_147124,2025-01-02,DELIVERED,Wrong number,
LDSMFG_142136,2025-01-07,READ,,2025-01-07 23:00:00
LDSMFG_167161,2025-01-07,READ,,2025-01-07 18:00:00
LDSMFG_193433,2025-01-17,DELIVERED,,
LDSMFG_177390,2025-01-26,DELIVERED,,
LDSMFG_185812,2025-01-18,DELIVERED,,
LDSMFG_195834,2025-01-03,DELIVERED,Wrong number,
LDSMFG_189368,2025-01-25,DELIVERED,,
LDSMFG_132248,2025-01-04,READ,,2025-01-04 10:00:00
LDSMFG_119589,2025-01-24,READ,,2025-01-24 14:00:00
LDSMFG_146097,2025-01-22,READ,Wrong number,2025-01-22 15:00:00
LDSMFG_138296,2025-01-22,DELIVERED,,
LDSMFG_178053,2025-01-10,READ,,2025-01-10 15:00:00
LDSMFG_143643,2025-01-05,READ,,2025-01-05 20:00:00
LDSMFG_170066,2025-01-21,FAILED,,
LDSMFG_132384,2025-01-16,FAILED,,
LDSMFG_172361,2025-01-07,READ,,2025-01-07 09:00:00
LDSMFG_169523,2025-01-09,READ,,2025-01-09 20:00:00
LDSMFG_141532,2025-01-24,DELIVERED,,
LDSMFG_178074,2025-01-28,READ,,2025-01-28 07:00:00
LDSMFG_152992,2025-01-09,DELIVERED,,
LDSMFG_186318,2025-01-02,DELIVERED,,
LDSMFG_163687,2025-01-21,DELIVERED,,
LDSMFG_111154,2025-01-16,READ,,2025-01-16 14:00:00
LDSMFG_105225,2025-01-25,READ,,2025-01-25 06:00:00
LDSMFG_172412,2025-01-03,READ,Pay link?,2025-01-03 11:00:00
LDSMFG_147812,2025-01-21,DELIVERED,,
LDSMFG_143188,2025-01-29,READ,,2025-01-29 14:00:00
LDSMFG_124660,2025-01-18,READ,,2025-01-18 12:00:00
LDSMFG_198196,2025-01-10,DELIVERED,,
LDSMFG_146956,2025-01-25,DELIVERED,Wrong number,
LDSMFG_178222,2025-01-07,READ,,2025-01-07 07:00:00
LDSMFG_127102,2025-01-02,READ,,2025-01-02 03:00:00
LDSMFG_197736,2025-01-25,READ,,2025-01-25 08:00:00
LDSMFG_131973,2025-01-17,READ,,2025-01-17 17:00:00
LDSMFG_140358,2025-01-09,DELIVERED,,
LDSMFG_143776,2025-01-30,READ,,2025-01-30 01:00:00
LDSMFG_113339,2025-01-13,FAILED,Pay link?,
LDSMFG_123104,2025-01-27,READ,,2025-01-27 07:00:00
LDSMFG_136120,2025-01-05,FAILED,,
LDSMFG_115491,2025-01-02,READ,,2025-01-02 13:00:00
LDSMFG_167844,2025-01-24,READ,,2025-01-24 19:00:00
LDSMFG_125878,2025-01-08,DELIVERED,,
LDSMFG_190089,2025-01-03,DELIVERED,,
LDSMFG_111101,2025-01-10,READ,,2025-01-10 07:00:00
LDSMFG_185244,2025-01-10,DELIVERED,,
LDSMFG_154693,2025-01-29,READ,,2025-01-29 17:00:00
LDSMFG_164818,2025-01-06,READ,,2025-01-06 13:00:00
LDSMFG_193698,2025-01-15,READ,,2025-01-15 08:00:00
LDSMFG_123411,2025-01-04,DELIVERED,,
LDSMFG_187147,2025-01-28,FAILED,,
LDSMFG_105769,2025-01-21,READ,Wrong number,2025-01-21 15:00:00
LDSMFG_140371,2025-01-21,READ,,2025-01-21 02:00:00
LDSMFG_105530,2025-01-12,READ,,2025-01-12 04:00:00
LDSMFG_181190,2025-01-25,READ,,2025-01-25 14:00:00
LDSMFG_180116,2025-01-04,DELIVERED,,
LDSMFG_154819,2025-01-06,READ,,2025-01-06 23:00:00
LDSMFG_171654,2025-01-11,READ,,2025-01-11 03:00:00
LDSMFG_156603,2025-01-06,DELIVERED,,
LDSMFG_157354,2025-01-09,DELIVERED,,
LDSMFG_130390,2025-01-12,READ,,2025-01-12 10:00:00
LDSMFG_130583,2025-01-18,DELIVERED,,
LDSMFG_169024,2025-01-16,FAILED,,
LDSMFG_197386,2025-01-21,DELIVERED,,
LDSMFG_180228,2025-01-26,READ,,2025-01-26 09:00:00
LDSMFG_148607,2025-01-30,READ,,2025-01-30 07:00:00
LDSMFG_110109,2025-01-04,READ,,2025-01-04 07:00:00
LDSMFG_130008,2025-01-19,READ,,2025-01-19 11:00:00
LDSMFG_195658,2025-01-01,DELIVERED,,
LDSMFG_174424,2025-01-04,DELIVERED,,
LDSMFG_115370,2025-01-08,READ,,2025-01-08 01:00:00
LDSMFG_122055,2025-01-23,DELIVERED,,
LDSMFG_193441,2025-01-16,READ,,2025-01-16 06:00:00
LDSMFG_139649,2025-01-07,DELIVERED,,
LDSMFG_106866,2025-01-26,DELIVERED,,
LDSMFG_198076,2025-01-18,READ,,2025-01-18 22:00:00
LDSMFG_164234,2025-01-22,READ,,2025-01-22 02:00:00
LDSMFG_175203,2025-01-10,FAILED,,
LDSMFG_100047,2025-01-13,FAILED,,
LDSMFG_198757,2025-01-17,DELIVERED,,
LDSMFG_129243,2025-01-04,DELIVERED,,
LDSMFG_182992,2025-01-19,DELIVERED,,
LDSMFG_132784,2025-01-04,READ,,2025-01-04 12:00:00
LDSMFG_128755,2025-01-30,DELIVERED,,
LDSMFG_123963,2025-01-02,READ,,2025-01-02 22:00:00
LDSMFG_109835,2025-01-17,READ,,2025-01-17 14:00:00
LDSMFG_159578,2025-01-01,DELIVERED,,
LDSMFG_173761,2025-01-09,FAILED,,
LDSMFG_151100,2025-01-15,DELIVERED,,
LDSMFG_193445,2025-01-21,READ,,2025-01-21 16:00:00
LDSMFG_104076,2025-01-25,READ,,2025-01-25 07:00:00
LDSMFG_118526,2025-01-13,READ,,2025-01-13 10:00:00
LDSMFG_190739,2025-01-12,DELIVERED,,
LDSMFG_115871,2025-01-01,DELIVERED,,
LDSMFG_187005,2025-01-16,READ,,2025-01-16 17:00:00
LDSMFG_136106,2025-01-20,READ,,2025-01-20 13:00:00
LDSMFG_169437,2025-01-03,DELIVERED,,
LDSMFG_138401,2025-01-07,READ,,2025-01-07 18:00:00
LDSMFG_135897,2025-01-08,DELIVERED,,
LDSMFG_181583,2025-01-12,DELIVERED,,
LDSMFG_101662,2025-01-12,DELIVERED,Wrong number,
LDSMFG_183555,2025-01-19,DELIVERED,,
LDSMFG_168324,2025-01-06,READ,,2025-01-06 06:00:00
LDSMFG_179095,2025-01-20,READ,Wrong number,2025-01-20 16:00:00
LDSMFG_156537,2025-01-13,READ,,2025-01-13 16:00:00
LDSMFG_178575,2025-01-12,READ,,2025-01-12 14:00:00
LDSMFG_106599,2025-01-18,READ,,2025-01-18 13:00:00
LDSMFG_120632,2025-01-26,DELIVERED,,
LDSMFG_188134,2025-01-11,READ,,2025-01-11 08:00:00
LDSMFG_147327,2025-01-06,DELIVERED,,
LDSMFG_135294,2025-01-05,DELIVERED,,
LDSMFG_123375,2025-01-22,FAILED,,
LDSMFG_123272,2025-01-30,READ,,2025-01-30 23:00:00
LDSMFG_145064,2025-01-30,FAILED,,
LDSMFG_104472,2025-01-18,READ,,2025-01-18 23:00:00
LDSMFG_104382,2025-01-15,READ,,2025-01-15 16:00:00
LDSMFG_151607,2025-01-16,DELIVERED,Wrong number,
LDSMFG_120972,2025-01-24,FAILED,,
LDSMFG_115919,2025-01-24,READ,Wrong number,2025-01-24 04:00:00
LDSMFG_192179,2025-01-17,DELIVERED,,
LDSMFG_127908,2025-01-16,READ,,2025-01-16 14:00:00
LDSMFG_164529,2025-01-08,DELIVERED,,
LDSMFG_180655,2025-01-25,DELIVERED,,
LDSMFG_119631,2025-01-28,DELIVERED,,
LDSMFG_125434,2025-01-13,DELIVERED,,
LDSMFG_148408,2025-01-05,READ,,2025-01-05 17:00:00
LDSMFG_149146,2025-01-12,FAILED,,
LDSMFG_167115,2025-01-20,DELIVERED,Wrong number,
LDSMFG_142834,2025-01-10,FAILED,,
LDSMFG_175202,2025-01-21,FAILED,,
LDSMFG_156079,2025-01-17,READ,,2025-01-17 05:00:00
LDSMFG_126425,2025-01-14,READ,,2025-01-14 08:00:00
LDSMFG_170420,2025-01-02,READ,,2025-01-02 13:00:00
LDSMFG_145898,2025-01-26,DELIVERED,,
LDSMFG_173217,2025-01-14,DELIVERED,,
LDSMFG_150166,2025-01-29,READ,,2025-01-29 15:00:00
LDSMFG_100613,2025-01-16,DELIVERED,,
LDSMFG_121487,2025-01-22,DELIVERED,,
LDSMFG_182235,2025-01-03,READ,,2025-01-03 08:00:00
LDSMFG_186662,2025-01-11,READ,,2025-01-11 11:00:00
LDSMFG_102273,2025-01-17,READ,,2025-01-17 04:00:00
LDSMFG_136774,2025-01-13,DELIVERED,,
LDSMFG_109299,2025-01-27,READ,Wrong number,2025-01-27 11:00:00
LDSMFG_128185,2025-01-06,DELIVERED,,
LDSMFG_148975,2025-01-11,READ,,2025-01-11 13:00:00
LDSMFG_102034,2025-01-28,DELIVERED,,
LDSMFG_140747,2025-01-08,DELIVERED,,
LDSMFG_129744,2025-01-12,READ,,2025-01-12 10:00:00
LDSMFG_156278,2025-01-21,DELIVERED,,
LDSMFG_144668,2025-01-20,FAILED,,
LDSMFG_190038,2025-01-25,READ,,2025-01-25 04:00:00
LDSMFG_196363,2025-01-09,READ,,2025-01-09 15:00:00
LDSMFG_153499,2025-01-11,READ,,2025-01-11 20:00:00
LDSMFG_198319,2025-01-07,DELIVERED,,
LDSMFG_197718,2025-01-12,READ,,2025-01-12 23:00:00
LDSMFG_190771,2025-01-01,READ,,2025-01-01 01:00:00
LDSMFG_129056,2025-01-28,DELIVERED,,
LDSMFG_187695,2025-01-23,DELIVERED,,
LDSMFG_175604,2025-01-08,READ,,2025-01-08 08:00:00
LDSMFG_118314,2025-01-25,READ,,2025-01-25 12:00:00
LDSMFG_135964,2025-01-02,READ,,2025-01-02 21:00:00
LDSMFG_120744,2025-01-04,READ,,2025-01-04 06:00:00
LDSMFG_123463,2025-01-30,DELIVERED,,
LDSMFG_108096,2025-01-10,DELIVERED,,
LDSMFG_196120,2025-01-23,READ,,2025-01-23 17:00:00
LDSMFG_125962,2025-01-15,READ,,2025-01-15 09:00:00
LDSMFG_155981,2025-01-28,READ,Wrong number,2025-01-28 08:00:00
LDSMFG_192427,2025-01-26,DELIVERED,,
LDSMFG_184484,2025-01-21,DELIVERED,,
LDSMFG_177206,2025-01-10,READ,,2025-01-10 23:00:00
LDSMFG_194190,2025-01-08,READ,,2025-01-08 05:00:00
LDSMFG_118135,2025-01-17,FAILED,,
LDSMFG_133062,2025-01-03,READ,Pay link?,2025-01-03 20:00:00
LDSMFG_192008,2025-01-26,DELIVERED,,
LDSMFG_156195,2025-01-07,READ,,2025-01-07 05:00:00
LDSMFG_126236,2025-01-15,READ,,2025-01-15 17:00:00
LDSMFG_116811,2025-01-28,DELIVERED,,
LDSMFG_172607,2025-01-11,FAILED,,
LDSMFG_116390,2025-01-27,READ,,2025-01-27 14:00:00
LDSMFG_112917,2025-01-29,FAILED,,
LDSMFG_158059,2025-01-29,FAILED,,
LDSMFG_110297,2025-01-02,DELIVERED,,
LDSMFG_176813,2025-01-30,DELIVERED,,
LDSMFG_173958,2025-01-05,READ,,2025-01-05 17:00:00
LDSMFG_112817,2025-01-24,DELIVERED,,
LDSMFG_159347,2025-01-29,DELIVERED,,
LDSMFG_118586,2025-01-01,READ,,2025-01-01 02:00:00
LDSMFG_102188,2025-01-11,DELIVERED,,
LDSMFG_148639,2025-01-15,DELIVERED,,
LDSMFG_110553,2025-01-09,DELIVERED,,
LDSMFG_143904,2025-01-11,DELIVERED,,
LDSMFG_187087,2025-01-17,DELIVERED,,
LDSMFG_136561,2025-01-26,FAILED,,
LDSMFG_141207,2025-01-05,READ,,2025-01-05 21:00:00
LDSMFG_194578,2025-01-02,DELIVERED,,
LDSMFG_118054,2025-01-01,READ,,2025-01-01 01:00:00
LDSMFG_149387,2025-01-18,DELIVERED,,
LDSMFG_165192,2025-01-18,DELIVERED,,
LDSMFG_119232,2025-01-30,READ,,2025-01-30 19:00:00
LDSMFG_105166,2025-01-07,READ,,2025-01-07 05:00:00
LDSMFG_134161,2025-01-30,DELIVERED,,
LDSMFG_194822,2025-01-28,READ,,2025-01-28 02:00:00
LDSMFG_155353,2025-01-20,DELIVERED,,
LDSMFG_149715,2025-01-13,READ,,2025-01-13 17:00:00
LDSMFG_119412,2025-01-13,READ,,2025-01-13 01:00:00
LDSMFG_104167,2025-01-27,READ,,2025-01-27 07:00:00
LDSMFG_156569,2025-01-15,DELIVERED,,
LDSMFG_100871,2025-01-09,READ,,2025-01-09 19:00:00
LDSMFG_108148,2025-01-15,DELIVERED,,
LDSMFG_102175,2025-01-14,READ,,2025-01-14 07:00:00
LDSMFG_130710,2025-01-14,DELIVERED,,
LDSMFG_107896,2025-01-09,READ,,2025-01-09 02:00:00
LDSMFG_184079,2025-01-12,READ,,2025-01-12 05:00:00
LDSMFG_143385,2025-01-11,READ,,2025-01-11 06:00:00
LDSMFG_169335,2025-01-13,DELIVERED,,
LDSMFG_118810,2025-01-01,FAILED,,
LDSMFG_119759,2025-01-15,READ,Pay link?,2025-01-15 17:00:00
LDSMFG_171853,2025-01-28,FAILED,,
LDSMFG_116905,2025-01-13,FAILED,,
LDSMFG_138885,2025-01-14,READ,,2025-01-14 02:00:00
LDSMFG_194645,2025-01-26,READ,,2025-01-26 05:00:00
LDSMFG_198472,2025-01-08,DELIVERED,,
LDSMFG_126745,2025-01-03,FAILED,,
LDSMFG_113724,2025-01-27,DELIVERED,,
LDSMFG_164878,2025-01-10,READ,,2025-01-10 16:00:00
LDSMFG_127453,2025-01-07,READ,,2025-01-07 08:00:00
LDSMFG_138691,2025-01-03,READ,Wrong number,2025-01-03 04:00:00
LDSMFG_100797,2025-01-20,READ,,2025-01-20 11:00:00
LDSMFG_126535,2025-01-21,READ,Wrong number,2025-01-21 20:00:00
LDSMFG_194658,2025-01-21,READ,,2025-01-21 02:00:00
LDSMFG_164710,2025-01-11,DELIVERED,,
LDSMFG_192442,2025-01-05,DELIVERED,,
LDSMFG_151633,2025-01-03,DELIVERED,Wrong number,
LDSMFG_165179,2025-01-01,READ,Pay link?,2025-01-01 23:00:00
LDSMFG_109903,2025-01-05,DELIVERED,,
LDSMFG_136097,2025-01-06,DELIVERED,,
LDSMFG_139244,2025-01-03,FAILED,,
LDSMFG_186406,2025-01-19,READ,,2025-01-19 13:00:00
LDSMFG_148184,2025-01-11,DELIVERED,,
LDSMFG_117411,2025-01-24,READ,,2025-01-24 01:00:00
LDSMFG_159567,2025-01-12,READ,,2025-01-12 15:00:00
LDSMFG_166404,2025-01-06,READ,,2025-01-06 02:00:00
LDSMFG_197912,2025-01-10,DELIVERED,,
LDSMFG_160952,2025-01-10,DELIVERED,,
LDSMFG_132885,2025-01-19,READ,,2025-01-19 11:00:00
LDSMFG_128413,2025-01-27,DELIVERED,,
LDSMFG_175835,2025-01-26,DELIVERED,,
LDSMFG_144108,2025-01-09,FAILED,Wrong number,
LDSMFG_118185,2025-01-18,READ,,2025-01-18 12:00:00
LDSMFG_196020,2025-01-15,DELIVERED,,
LDSMFG_104149,2025-01-24,READ,,2025-01-24 17:00:00
LDSMFG_120652,2025-01-29,READ,,2025-01-29 21:00:00
LDSMFG_198209,2025-01-18,READ,,2025-01-18 15:00:00
LDSMFG_197528,2025-01-03,DELIVERED,,
LDSMFG_175809,2025-01-12,DELIVERED,,
LDSMFG_171354,2025-01-18,DELIVERED,,
LDSMFG_138273,2025-01-14,DELIVERED,,
LDSMFG_102586,2025-01-09,READ,,2025-01-09 07:00:00
LDSMFG_165885,2025-01-24,READ,,2025-01-24 11:00:00
LDSMFG_187030,2025-01-24,READ,,2025-01-24 06:00:00
LDSMFG_151131,2025-01-02,READ,,2025-01-02 22:00:00
LDSMFG_162593,2025-01-13,FAILED,,
LDSMFG_191892,2025-01-25,READ,,2025-01-25 02:00:00
LDSMFG_101322,2025-01-09,DELIVERED,,
LDSMFG_160495,2025-01-24,READ,,2025-01-24 20:00:00
LDSMFG_197301,2025-01-09,DELIVERED,,
LDSMFG_147764,2025-01-14,READ,Pay link?,2025-01-14 15:00:00
LDSMFG_170058,2025-01-13,READ,,2025-01-13 09:00:00
LDSMFG_129548,2025-01-03,DELIVERED,Pay link?,
LDSMFG_178342,2025-01-03,DELIVERED,,
LDSMFG_155076,2025-01-25,READ,,2025-01-25 21:00:00
LDSMFG_142315,2025-01-11,READ,,2025-01-11 18:00:00
LDSMFG_160534,2025-01-25,DELIVERED,,
LDSMFG_170718,2025-01-15,READ,,2025-01-15 21:00:00
LDSMFG_121000,2025-01-23,READ,,2025-01-23 08:00:00
LDSMFG_169721,2025-01-09,DELIVERED,,
LDSMFG_184941,2025-01-08,READ,,2025-01-08 02:00:00
LDSMFG_120338,2025-01-14,READ,,2025-01-14 04:00:00
LDSMFG_100034,2025-01-29,READ,,2025-01-29 23:00:00
LDSMFG_189940,2025-01-10,DELIVERED,,
LDSMFG_193660,2025-01-02,READ,,2025-01-02 23:00:00
LDSMFG_146700,2025-01-07,READ,,2025-01-07 12:00:00
LDSMFG_191106,2025-01-08,READ,,2025-01-08 06:00:00
LDSMFG_127717,2025-01-25,DELIVERED,,
LDSMFG_128223,2025-01-06,READ,,2025-01-06 02:00:00
LDSMFG_133797,2025-01-27,DELIVERED,Wrong number,
LDSMFG_146386,2025-01-21,DELIVERED,,
LDSMFG_123791,2025-01-06,DELIVERED,Pay link?,
LDSMFG_194766,2025-01-18,FAILED,,
LDSMFG_189471,2025-01-05,READ,,2025-01-05 17:00:00
LDSMFG_191531,2025-01-27,READ,,2025-01-27 03:00:00
LDSMFG_154133,2025-01-02,READ,Wrong number,2025-01-02 06:00:00
LDSMFG_193038,2025-01-25,READ,,2025-01-25 06:00:00
LDSMFG_185619,2025-01-27,DELIVERED,,
LDSMFG_123369,2025-01-14,DELIVERED,,
LDSMFG_127628,2025-01-08,READ,,2025-01-08 12:00:00
LDSMFG_153193,2025-01-29,READ,,2025-01-29 04:00:00
LDSMFG_129687,2025-01-29,DELIVERED,,
LDSMFG_181496,2025-01-06,DELIVERED,,
LDSMFG_119971,2025-01-17,DELIVERED,,
LDSMFG_173890,2025-01-08,DELIVERED,,
LDSMFG_115329,2025-01-18,READ,,2025-01-18 05:00:00
LDSMFG_185937,2025-01-15,FAILED,,
LDSMFG_188036,2025-01-27,READ,Wrong number,2025-01-27 03:00:00
LDSMFG_133846,2025-01-22,READ,,2025-01-22 15:00:00
LDSMFG_115478,2025-01-25,DELIVERED,,
LDSMFG_183727,2025-01-21,READ,,2025-01-21 04:00:00
LDSMFG_127884,2025-01-20,DELIVERED,,
LDSMFG_194380,2025-01-02,READ,,2025-01-02 07:00:00
LDSMFG_138977,2025-01-28,READ,,2025-01-28 06:00:00
LDSMFG_159789,2025-01-26,DELIVERED,,
LDSMFG_122094,2025-01-22,DELIVERED,,
LDSMFG_119692,2025-01-26,FAILED,,
LDSMFG_192476,2025-01-01,READ,,2025-01-01 10:00:00
LDSMFG_123281,2025-01-24,READ,,2025-01-24 01:00:00
LDSMFG_173643,2025-01-11,READ,,2025-01-11 06:00:00
