id,lead_code,suggested_action,TARGET
34720,LDSMFG_134719,ACTION_FIELD,0.41
34721,LDSMFG_134720,ACTION_HUMAN_CALL,0.23
34722,LDSMFG_134721,ACTION_DIGITAL,0.21
34723,LDSMFG_134722,ACTION_HUMAN_CALL,0.33
34724,LDSMFG_134723,ACTION_HUMAN_CALL,0.5
34725,LDSMFG_134724,ACTION_BOT,0.52
34726,LDSMFG_134725,ACTION_HUMAN_CALL,0.51
34727,LDSMFG_134726,ACTION_FIELD,0.44
34728,LDSMFG_134727,ACTION_HUMAN_CALL,0.27
34729,LDSMFG_134728,ACTION_BOT,0.35
34730,LDSMFG_134729,ACTION_BOT,0.38
34731,LDSMFG_134730,ACTION_BOT,0.37
34732,LDSMFG_134731,ACTION_DIGITAL,0.12
34733,LDSMFG_134732,ACTION_FIELD,0.8
34734,LDSMFG_134733,ACTION_HUMAN_CALL,0.3
34735,LDSMFG_134734,ACTION_FIELD,0.36
34736,LDSMFG_134735,ACTION_FIELD,0.4
34737,LDSMFG_134736,ACTION_BOT,0.61
34738,LDSMFG_134737,ACTION_BOT,0.32
34739,LDSMFG_134738,ACTION_DIGITAL,0.51
34740,LDSMFG_134739,ACTION_FIELD,0.68
34741,LDSMFG_134740,ACTION_BOT,0.51
34742,LDSMFG_134741,ACTION_HUMAN_CALL,0.58
34743,LDSMFG_134742,ACTION_HUMAN_CALL,0.19
34744,LDSMFG_134743,ACTION_FIELD,0.5
34745,LDSMFG_134744,ACTION_FIELD,0.44
34746,LDSMFG_134745,ACTION_HUMAN_CALL,0.31
34747,LDSMFG_134746,ACTION_HUMAN_CALL,0.07
34748,LDSMFG_134747,ACTION_BOT,0.63
34749,LDSMFG_134748,ACTION_HUMAN_CALL,0.04
34750,LDSMFG_134749,ACTION_BOT,0.11
34751,LDSMFG_134750,ACTION_FIELD,0.37
34752,LDSMFG_134751,ACTION_FIELD,0.79
34753,LDSMFG_134752,ACTION_FIELD,0.42
34754,LDSMFG_134753,ACTION_FIELD,0.49
34755,LDSMFG_134754,ACTION_DIGITAL,0.37
34756,LDSMFG_134755,ACTION_BOT,0.13
34757,LDSMFG_134756,ACTION_HUMAN_CALL,0.41
34758,LDSMFG_134757,ACTION_BOT,0.69
34759,LDSMFG_134758,ACTION_FIELD,0.47
34760,LDSMFG_134759,ACTION_DIGITAL,0.33
34761,LDSMFG_134760,ACTION_DIGITAL,0.56
34762,LDSMFG_134761,ACTION_HUMAN_CALL,0.28
34763,LDSMFG_134762,ACTION_HUMAN_CALL,0.52
34764,LDSMFG_134763,ACTION_FIELD,0.39
34765,LDSMFG_134764,ACTION_DIGITAL,0.59
34766,LDSMFG_134765,ACTION_BOT,0.57
34767,LDSMFG_134766,ACTION_DIGITAL,0.18
34768,LDSMFG_134767,ACTION_FIELD,0.33
34769,LDSMFG_134768,ACTION_HUMAN_CALL,0.49
34770,LDSMFG_134769,ACTION_FIELD,0.46
34771,LDSMFG_134770,ACTION_FIELD,0.44
34772,LDSMFG_134771,ACTION_DIGITAL,0.92
34773,LDSMFG_134772,ACTION_BOT,0.4
34774,LDSMFG_134773,ACTION_DIGITAL,0.75
34775,LDSMFG_134774,ACTION_BOT,0.4
34776,LDSMFG_134775,ACTION_FIELD,0.32
34777,LDSMFG_134776,ACTION_DIGITAL,0.39
34778,LDSMFG_134777,ACTION_FIELD,0.42
34779,LDSMFG_134778,ACTION_BOT,0.24
34780,LDSMFG_134779,ACTION_DIGITAL,0.45
34781,LDSMFG_134780,ACTION_FIELD,0.74
34782,LDSMFG_134781,ACTION_HUMAN_CALL,0.3
34783,LDSMFG_134782,ACTION_HUMAN_CALL,0.75
34784,LDSMFG_134783,ACTION_HUMAN_CALL,0.41
34785,LDSMFG_134784,ACTION_FIELD,0.38
34786,LDSMFG_134785,ACTION_DIGITAL,0.42
34787,LDSMFG_134786,ACTION_HUMAN_CALL,0.3
34788,LDSMFG_134787,ACTION_FIELD,0.51
34789,LDSMFG_134788,ACTION_FIELD,0.76
34790,LDSMFG_134789,ACTION_BOT,0.61
34791,LDSMFG_134790,ACTION_HUMAN_CALL,0.29
34792,LDSMFG_134791,ACTION_FIELD,0.75
34793,LDSMFG_134792,ACTION_HUMAN_CALL,0.6
34794,LDSMFG_134793,ACTION_DIGITAL,0.71
34795,LDSMFG_134794,ACTION_BOT,0.37
34796,LDSMFG_134795,ACTION_DIGITAL,0.42
34797,LDSMFG_134796,ACTION_FIELD,0.38
34798,LDSMFG_134797,ACTION_FIELD,0.41
34799,LDSMFG_134798,ACTION_FIELD,0.68
34800,LDSMFG_134799,ACTION_HUMAN_CALL,0.65
34801,LDSMFG_134800,ACTION_DIGITAL,0.51
34802,LDSMFG_134801,ACTION_FIELD,0.42
34803,LDSMFG_134802,ACTION_DIGITAL,0.56
34804,LDSMFG_134803,ACTION_FIELD,0.37
34805,LDSMFG_134804,ACTION_FIELD,0.44
34806,LDSMFG_134805,ACTION_HUMAN_CALL,0.65
34807,LDSMFG_134806,ACTION_DIGITAL,0.22
34808,LDSMFG_134807,ACTION_BOT,0.19
34809,LDSMFG_134808,ACTION_BOT,0.29
34810,LDSMFG_134809,ACTION_FIELD,0.37
34811,LDSMFG_134810,ACTION_BOT,0.47
34812,LDSMFG_134811,ACTION_DIGITAL,0.01
34813,LDSMFG_134812,ACTION_FIELD,0.32
34814,LDSMFG_134813,ACTION_DIGITAL,0.66
34815,LDSMFG_134814,ACTION_DIGITAL,0.15
34816,LDSMFG_134815,ACTION_FIELD,0.46
34817,LDSMFG_134816,ACTION_HUMAN_CALL,0.46
34818,LDSMFG_134817,ACTION_HUMAN_CALL,0.32
34819,LDSMFG_134818,ACTION_DIGITAL,0.52
34820,LDSMFG_134819,ACTION_BOT,0.06
34821,LDSMFG_134820,ACTION_FIELD,0.4
34822,LDSMFG_134821,ACTION_BOT,0.64
34823,LDSMFG_134822,ACTION_BOT,0.36
34824,LDSMFG_134823,ACTION_BOT,0.44
34825,LDSMFG_134824,ACTION_DIGITAL,0.47
34826,LDSMFG_134825,ACTION_HUMAN_CALL,0.18
34827,LDSMFG_134826,ACTION_BOT,0.31
34828,LDSMFG_134827,ACTION_FIELD,0.46
34829,LDSMFG_134828,ACTION_FIELD,0.49
34830,LDSMFG_134829,ACTION_DIGITAL,0.33
34831,LDSMFG_134830,ACTION_BOT,0.48
34832,LDSMFG_134831,ACTION_DIGITAL,0.43
34833,LDSMFG_134832,ACTION_FIELD,0.45
34834,LDSMFG_134833,ACTION_FIELD,0.48
34835,LDSMFG_134834,ACTION_FIELD,0.73
34836,LDSMFG_134835,ACTION_BOT,0.63
34837,LDSMFG_134836,ACTION_HUMAN_CALL,0.1
34838,LDSMFG_134837,ACTION_BOT,0.54
34839,LDSMFG_134838,ACTION_BOT,0.23
34840,LDSMFG_134839,ACTION_FIELD,0.73
34841,LDSMFG_134840,ACTION_DIGITAL,0.21
34842,LDSMFG_134841,ACTION_HUMAN_CALL,0.08
34843,LDSMFG_134842,ACTION_BOT,0.57
34844,LDSMFG_134843,ACTION_DIGITAL,0.75
34845,LDSMFG_134844,ACTION_HUMAN_CALL,0.28
34846,LDSMFG_134845,ACTION_DIGITAL,0.2
34847,LDSMFG_134846,ACTION_DIGITAL,0.39
34848,LDSMFG_134847,ACTION_DIGITAL,0.68
34849,LDSMFG_134848,ACTION_HUMAN_CALL,0.39
34850,LDSMFG_134849,ACTION_HUMAN_CALL,0.44
34851,LDSMFG_134850,ACTION_HUMAN_CALL,0.49
34852,LDSMFG_134851,ACTION_BOT,0.39
34853,LDSMFG_134852,ACTION_FIELD,0.47
34854,LDSMFG_134853,ACTION_DIGITAL,0.32
34855,LDSMFG_134854,ACTION_FIELD,0.49
34856,LDSMFG_134855,ACTION_HUMAN_CALL,0.49
34857,LDSMFG_134856,ACTION_FIELD,0.35
34858,LDSMFG_134857,ACTION_BOT,0.22
34859,LDSMFG_134858,ACTION_HUMAN_CALL,0.57
34860,LDSMFG_134859,ACTION_FIELD,0.72
34861,LDSMFG_134860,ACTION_BOT,0.45
34862,LDSMFG_134861,ACTION_DIGITAL,0.55
34863,LDSMFG_134862,ACTION_FIELD,0.44
34864,LDSMFG_134863,ACTION_BOT,0.47
34865,LDSMFG_134864,ACTION_HUMAN_CALL,0.6
34866,LDSMFG_134865,ACTION_BOT,0.35
34867,LDSMFG_134866,ACTION_DIGITAL,0.78
34868,LDSMFG_134867,ACTION_DIGITAL,0.29
34869,LDSMFG_134868,ACTION_HUMAN_CALL,0.48
34870,LDSMFG_134869,ACTION_BOT,0.37
34871,LDSMFG_134870,ACTION_BOT,0.49
34872,LDSMFG_134871,ACTION_BOT,0.62
34873,LDSMFG_134872,ACTION_FIELD,0.43
34874,LDSMFG_134873,ACTION_FIELD,0.64
34875,LDSMFG_134874,ACTION_BOT,0.06
34876,LDSMFG_134875,ACTION_FIELD,0.64
34877,LDSMFG_134876,ACTION_FIELD,0.36
34878,LDSMFG_134877,ACTION_FIELD,0.47
34879,LDSMFG_134878,ACTION_FIELD,0.38
34880,LDSMFG_134879,ACTION_BOT,0.49
34881,LDSMFG_134880,ACTION_DIGITAL,0.56
34882,LDSMFG_134881,ACTION_BOT,0.61
34883,LDSMFG_134882,ACTION_DIGITAL,0.72
34884,LDSMFG_134883,ACTION_HUMAN_CALL,0.0
34885,LDSMFG_134884,ACTION_FIELD,0.46
34886,LDSMFG_134885,ACTION_DIGITAL,0.47
34887,LDSMFG_134886,ACTION_HUMAN_CALL,0.85
34888,LDSMFG_134887,ACTION_BOT,0.67
34889,LDSMFG_134888,ACTION_HUMAN_CALL,0.41
34890,LDSMFG_134889,ACTION_BOT,0.27
34891,LDSMFG_134890,ACTION_DIGITAL,0.67
34892,LDSMFG_134891,ACTION_BOT,0.33
34893,LDSMFG_134892,ACTION_HUMAN_CALL,0.61
34894,LDSMFG_134893,ACTION_DIGITAL,0.37
34895,LDSMFG_134894,ACTION_DIGITAL,0.7
34896,LDSMFG_134895,ACTION_DIGITAL,0.79
34897,LDSMFG_134896,ACTION_HUMAN_CALL,0.53
34898,LDSMFG_134897,ACTION_HUMAN_CALL,0.21
34899,LDSMFG_134898,ACTION_BOT,0.24
34900,LDSMFG_134899,ACTION_DIGITAL,0.28
34901,LDSMFG_134900,ACTION_BOT,0.53
34902,LDSMFG_134901,ACTION_FIELD,0.31
34903,LDSMFG_134902,ACTION_FIELD,0.37
34904,LDSMFG_134903,ACTION_BOT,0.4
34905,LDSMFG_134904,ACTION_DIGITAL,0.58
34906,LDSMFG_134905,ACTION_DIGITAL,0.73
34907,LDSMFG_134906,ACTION_BOT,0.41
34908,LDSMFG_134907,ACTION_FIELD,0.84
34909,LDSMFG_134908,ACTION_BOT,0.42
34910,LDSMFG_134909,ACTION_FIELD,0.34
34911,LDSMFG_134910,ACTION_FIELD,0.33
34912,LDSMFG_134911,ACTION_DIGITAL,0.64
34913,LDSMFG_134912,ACTION_BOT,0.29
34914,LDSMFG_134913,ACTION_BOT,0.31
34915,LDSMFG_134914,ACTION_DIGITAL,0.89
34916,LDSMFG_134915,ACTION_FIELD,0.4
34917,LDSMFG_134916,ACTION_DIGITAL,0.7
34918,LDSMFG_134917,ACTION_FIELD,0.37
34919,LDSMFG_134918,ACTION_HUMAN_CALL,0.13
34920,LDSMFG_134919,ACTION_FIELD,0.38
34921,LDSMFG_134920,ACTION_HUMAN_CALL,0.81
34922,LDSMFG_134921,ACTION_BOT,0.38
34923,LDSMFG_134922,ACTION_DIGITAL,0.57
34924,LDSMFG_134923,ACTION_HUMAN_CALL,0.29
34925,LDSMFG_134924,ACTION_FIELD,0.68
34926,LDSMFG_134925,ACTION_FIELD,0.41
34927,LDSMFG_134926,ACTION_BOT,0.51
34928,LDSMFG_134927,ACTION_BOT,0.33
34929,LDSMFG_134928,ACTION_BOT,0.38
34930,LDSMFG_134929,ACTION_BOT,0.34
34931,LDSMFG_134930,ACTION_HUMAN_CALL,0.28
34932,LDSMFG_134931,ACTION_FIELD,0.4
34933,LDSMFG_134932,ACTION_DIGITAL,0.16
34934,LDSMFG_134933,ACTION_DIGITAL,0.78
34935,LDSMFG_134934,ACTION_BOT,0.56
34936,LDSMFG_134935,ACTION_DIGITAL,0.81
34937,LDSMFG_134936,ACTION_BOT,0.3
34938,LDSMFG_134937,ACTION_DIGITAL,0.32
34939,LDSMFG_134938,ACTION_DIGITAL,0.31
34940,LDSMFG_134939,ACTION_HUMAN_CALL,0.69
34941,LDSMFG_134940,ACTION_FIELD,0.33
34942,LDSMFG_134941,ACTION_DIGITAL,0.73
34943,LDSMFG_134942,ACTION_BOT,0.41
34944,LDSMFG_134943,ACTION_HUMAN_CALL,0.38
34945,LDSMFG_134944,ACTION_HUMAN_CALL,0.57
34946,LDSMFG_134945,ACTION_DIGITAL,0.49
34947,LDSMFG_134946,ACTION_BOT,0.22
34948,LDSMFG_134947,ACTION_HUMAN_CALL,0.28
34949,LDSMFG_134948,ACTION_BOT,0.51
34950,LDSMFG_134949,ACTION_BOT,0.07
34951,LDSMFG_134950,ACTION_HUMAN_CALL,0.01
34952,LDSMFG_134951,ACTION_HUMAN_CALL,0.56
34953,LDSMFG_134952,ACTION_FIELD,0.61
34954,LDSMFG_134953,ACTION_DIGITAL,0.52
34955,LDSMFG_134954,ACTION_DIGITAL,0.29
34956,LDSMFG_134955,ACTION_HUMAN_CALL,0.35
34957,LDSMFG_134956,ACTION_FIELD,0.7
34958,LDSMFG_134957,ACTION_HUMAN_CALL,0.42
34959,LDSMFG_134958,ACTION_HUMAN_CALL,0.6
34960,LDSMFG_134959,ACTION_DIGITAL,0.9
34961,LDSMFG_134960,ACTION_HUMAN_CALL,0.52
34962,LDSMFG_134961,ACTION_FIELD,0.69
34963,LDSMFG_134962,ACTION_BOT,0.49
34964,LDSMFG_134963,ACTION_BOT,0.32
34965,LDSMFG_134964,ACTION_BOT,0.4
34966,LDSMFG_134965,ACTION_HUMAN_CALL,0.64
34967,LDSMFG_134966,ACTION_BOT,0.71
34968,LDSMFG_134967,ACTION_DIGITAL,0.72
34969,LDSMFG_134968,ACTION_HUMAN_CALL,0.62
34970,LDSMFG_134969,ACTION_FIELD,0.41
34971,LDSMFG_134970,ACTION_BOT,0.33
34972,LDSMFG_134971,ACTION_DIGITAL,0.51
34973,LDSMFG_134972,ACTION_HUMAN_CALL,0.41
34974,LDSMFG_134973,ACTION_BOT,0.24
34975,LDSMFG_134974,ACTION_BOT,0.29
34976,LDSMFG_134975,ACTION_DIGITAL,0.45
34977,LDSMFG_134976,ACTION_DIGITAL,0.18
34978,LDSMFG_134977,ACTION_DIGITAL,0.26
34979,LDSMFG_134978,ACTION_HUMAN_CALL,0.07
34980,LDSMFG_134979,ACTION_HUMAN_CALL,0.56
34981,LDSMFG_134980,ACTION_BOT,0.27
34982,LDSMFG_134981,ACTION_BOT,0.48
34983,LDSMFG_134982,ACTION_FIELD,0.45
34984,LDSMFG_134983,ACTION_HUMAN_CALL,0.48
34985,LDSMFG_134984,ACTION_HUMAN_CALL,0.36
34986,LDSMFG_134985,ACTION_HUMAN_CALL,0.23
34987,LDSMFG_134986,ACTION_FIELD,0.65
34988,LDSMFG_134987,ACTION_FIELD,0.42
34989,LDSMFG_134988,ACTION_BOT,0.42
34990,LDSMFG_134989,ACTION_DIGITAL,0.44
34991,LDSMFG_134990,ACTION_DIGITAL,0.55
34992,LDSMFG_134991,ACTION_FIELD,0.46
34993,LDSMFG_134992,ACTION_DIGITAL,0.51
34994,LDSMFG_134993,ACTION_FIELD,0.32
34995,LDSMFG_134994,ACTION_DIGITAL,0.71
34996,LDSMFG_134995,ACTION_FIELD,0.31
34997,LDSMFG_134996,ACTION_FIELD,0.78
34998,LDSMFG_134997,ACTION_HUMAN_CALL,0.33
34999,LDSMFG_134998,ACTION_HUMAN_CALL,0.08
35000,LDSMFG_134999,ACTION_DIGITAL,0.67
35001,LDSMFG_135000,ACTION_HUMAN_CALL,0.57
35002,LDSMFG_135001,ACTION_HUMAN_CALL,0.52
35003,LDSMFG_135002,ACTION_FIELD,0.42
35004,LDSMFG_135003,ACTION_BOT,0.1
35005,LDSMFG_135004,ACTION_BOT,0.28
35006,LDSMFG_135005,ACTION_DIGITAL,0.8
35007,LDSMFG_135006,ACTION_FIELD,0.32
35008,LDSMFG_135007,ACTION_FIELD,0.73
35009,LDSMFG_135008,ACTION_DIGITAL,0.48
35010,LDSMFG_135009,ACTION_HUMAN_CALL,0.38
35011,LDSMFG_135010,ACTION_HUMAN_CALL,0.78
35012,LDSMFG_135011,ACTION_BOT,0.46
35013,LDSMFG_135012,ACTION_HUMAN_CALL,0.53
35014,LDSMFG_135013,ACTION_HUMAN_CALL,0.25
35015,LDSMFG_135014,ACTION_FIELD,0.4
35016,LDSMFG_135015,ACTION_FIELD,0.46
35017,LDSMFG_135016,ACTION_DIGITAL,0.32
35018,LDSMFG_135017,ACTION_HUMAN_CALL,0.37
35019,LDSMFG_135018,ACTION_DIGITAL,0.56
35020,LDSMFG_135019,ACTION_BOT,0.14
35021,LDSMFG_135020,ACTION_DIGITAL,0.37
35022,LDSMFG_135021,ACTION_DIGITAL,0.61
35023,LDSMFG_135022,ACTION_BOT,0.25
35024,LDSMFG_135023,ACTION_DIGITAL,0.39
35025,LDSMFG_135024,ACTION_HUMAN_CALL,0.61
35026,LDSMFG_135025,ACTION_BOT,0.59
35027,LDSMFG_135026,ACTION_HUMAN_CALL,0.43
35028,LDSMFG_135027,ACTION_DIGITAL,0.3
35029,LDSMFG_135028,ACTION_FIELD,0.73
35030,LDSMFG_135029,ACTION_DIGITAL,0.65
35031,LDSMFG_135030,ACTION_FIELD,0.36
35032,LDSMFG_135031,ACTION_HUMAN_CALL,0.41
35033,LDSMFG_135032,ACTION_FIELD,0.42
35034,LDSMFG_135033,ACTION_DIGITAL,0.69
35035,LDSMFG_135034,ACTION_DIGITAL,0.48
35036,LDSMFG_135035,ACTION_DIGITAL,0.31
35037,LDSMFG_135036,ACTION_FIELD,0.4
35038,LDSMFG_135037,ACTION_BOT,0.15
35039,LDSMFG_135038,ACTION_BOT,0.49
35040,LDSMFG_135039,ACTION_DIGITAL,0.77
35041,LDSMFG_135040,ACTION_HUMAN_CALL,0.19
35042,LDSMFG_135041,ACTION_FIELD,0.39
35043,LDSMFG_135042,ACTION_BOT,0.32
35044,LDSMFG_135043,ACTION_DIGITAL,0.73
35045,LDSMFG_135044,ACTION_FIELD,0.41
35046,LDSMFG_135045,ACTION_BOT,0.18
35047,LDSMFG_135046,ACTION_FIELD,0.74
35048,LDSMFG_135047,ACTION_BOT,0.59
35049,LDSMFG_135048,ACTION_FIELD,0.44
35050,LDSMFG_135049,ACTION_HUMAN_CALL,0.31
35051,LDSMFG_135050,ACTION_HUMAN_CALL,0.34
35052,LDSMFG_135051,ACTION_BOT,0.57
35053,LDSMFG_135052,ACTION_FIELD,0.67
35054,LDSMFG_135053,ACTION_HUMAN_CALL,0.41
35055,LDSMFG_135054,ACTION_DIGITAL,0.55
35056,LDSMFG_135055,ACTION_DIGITAL,0.81
35057,LDSMFG_135056,ACTION_HUMAN_CALL,0.43
35058,LDSMFG_135057,ACTION_DIGITAL,0.7
35059,LDSMFG_135058,ACTION_BOT,0.23
35060,LDSMFG_135059,ACTION_HUMAN_CALL,0.65
35061,LDSMFG_135060,ACTION_DIGITAL,0.27
35062,LDSMFG_135061,ACTION_DIGITAL,0.61
35063,LDSMFG_135062,ACTION_HUMAN_CALL,0.59
35064,LDSMFG_135063,ACTION_HUMAN_CALL,0.42
35065,LDSMFG_135064,ACTION_FIELD,0.27
35066,LDSMFG_135065,ACTION_FIELD,0.43
35067,LDSMFG_135066,ACTION_FIELD,0.45
35068,LDSMFG_135067,ACTION_FIELD,0.37
35069,LDSMFG_135068,ACTION_BOT,0.41
35070,LDSMFG_135069,ACTION_DIGITAL,0.51
35071,LDSMFG_135070,ACTION_FIELD,0.48
35072,LDSMFG_135071,ACTION_BOT,0.49
35073,LDSMFG_135072,ACTION_BOT,0.21
35074,LDSMFG_135073,ACTION_HUMAN_CALL,0.48
35075,LDSMFG_135074,ACTION_FIELD,0.72
35076,LDSMFG_135075,ACTION_BOT,0.34
35077,LDSMFG_135076,ACTION_BOT,0.13
35078,LDSMFG_135077,ACTION_BOT,0.57
35079,LDSMFG_135078,ACTION_HUMAN_CALL,0.32
35080,LDSMFG_135079,ACTION_HUMAN_CALL,0.43
35081,LDSMFG_135080,ACTION_BOT,0.38
35082,LDSMFG_135081,ACTION_FIELD,0.66
35083,LDSMFG_135082,ACTION_FIELD,0.48
35084,LDSMFG_135083,ACTION_FIELD,0.61
35085,LDSMFG_135084,ACTION_FIELD,0.37
35086,LDSMFG_135085,ACTION_HUMAN_CALL,0.21
35087,LDSMFG_135086,ACTION_BOT,0.34
35088,LDSMFG_135087,ACTION_BOT,0.54
35089,LDSMFG_135088,ACTION_FIELD,0.36
35090,LDSMFG_135089,ACTION_DIGITAL,0.38
35091,LDSMFG_135090,ACTION_BOT,0.49
35092,LDSMFG_135091,ACTION_BOT,0.74
35093,LDSMFG_135092,ACTION_BOT,0.16
35094,LDSMFG_135093,ACTION_HUMAN_CALL,0.88
35095,LDSMFG_135094,ACTION_FIELD,0.71
35096,LDSMFG_135095,ACTION_BOT,0.09
35097,LDSMFG_135096,ACTION_BOT,0.21
35098,LDSMFG_135097,ACTION_BOT,0.65
35099,LDSMFG_135098,ACTION_FIELD,0.4
35100,LDSMFG_135099,ACTION_HUMAN_CALL,0.77
35101,LDSMFG_135100,ACTION_HUMAN_CALL,0.63
35102,LDSMFG_135101,ACTION_BOT,0.16
35103,LDSMFG_135102,ACTION_HUMAN_CALL,0.39
35104,LDSMFG_135103,ACTION_FIELD,0.68
35105,LDSMFG_135104,ACTION_HUMAN_CALL,0.38
35106,LDSMFG_135105,ACTION_DIGITAL,0.36
35107,LDSMFG_135106,ACTION_FIELD,0.5
35108,LDSMFG_135107,ACTION_DIGITAL,0.46
35109,LDSMFG_135108,ACTION_BOT,0.5
35110,LDSMFG_135109,ACTION_DIGITAL,0.13
35111,LDSMFG_135110,ACTION_HUMAN_CALL,0.51
35112,LDSMFG_135111,ACTION_BOT,0.51
35113,LDSMFG_135112,ACTION_DIGITAL,0.15
35114,LDSMFG_135113,ACTION_DIGITAL,0.67
35115,LDSMFG_135114,ACTION_FIELD,0.45
35116,LDSMFG_135115,ACTION_HUMAN_CALL,0.19
35117,LDSMFG_135116,ACTION_HUMAN_CALL,0.29
35118,LDSMFG_135117,ACTION_FIELD,0.44
35119,LDSMFG_135118,ACTION_DIGITAL,0.52
35120,LDSMFG_135119,ACTION_BOT,0.21
35121,LDSMFG_135120,ACTION_FIELD,0.44
35122,LDSMFG_135121,ACTION_BOT,0.34
35123,LDSMFG_135122,ACTION_BOT,0.15
35124,LDSMFG_135123,ACTION_BOT,0.41
35125,LDSMFG_135124,ACTION_BOT,0.37
35126,LDSMFG_135125,ACTION_DIGITAL,0.27
35127,LDSMFG_135126,ACTION_FIELD,0.44
35128,LDSMFG_135127,ACTION_HUMAN_CALL,0.54
35129,LDSMFG_135128,ACTION_HUMAN_CALL,0.83
35130,LDSMFG_135129,ACTION_DIGITAL,0.17
35131,LDSMFG_135130,ACTION_BOT,0.22
35132,LDSMFG_135131,ACTION_HUMAN_CALL,0.66
35133,LDSMFG_135132,ACTION_DIGITAL,0.8
35134,LDSMFG_135133,ACTION_BOT,0.04
35135,LDSMFG_135134,ACTION_HUMAN_CALL,0.61
35136,LDSMFG_135135,ACTION_DIGITAL,0.42
35137,LDSMFG_135136,ACTION_BOT,0.55
35138,LDSMFG_135137,ACTION_FIELD,0.72
35139,LDSMFG_135138,ACTION_FIELD,0.26
35140,LDSMFG_135139,ACTION_HUMAN_CALL,0.44
35141,LDSMFG_135140,ACTION_FIELD,0.41
35142,LDSMFG_135141,ACTION_BOT,0.65
35143,LDSMFG_135142,ACTION_BOT,0.31
35144,LDSMFG_135143,ACTION_DIGITAL,0.33
35145,LDSMFG_135144,ACTION_HUMAN_CALL,0.07
35146,LDSMFG_135145,ACTION_FIELD,0.68
35147,LDSMFG_135146,ACTION_BOT,0.25
35148,LDSMFG_135147,ACTION_DIGITAL,0.66
35149,LDSMFG_135148,ACTION_BOT,0.17
35150,LDSMFG_135149,ACTION_BOT,0.03
35151,LDSMFG_135150,ACTION_DIGITAL,0.73
35152,LDSMFG_135151,ACTION_FIELD,0.42
35153,LDSMFG_135152,ACTION_DIGITAL,0.61
35154,LDSMFG_135153,ACTION_HUMAN_CALL,0.57
35155,LDSMFG_135154,ACTION_FIELD,0.36
35156,LDSMFG_135155,ACTION_DIGITAL,0.55
35157,LDSMFG_135156,ACTION_DIGITAL,0.77
35158,LDSMFG_135157,ACTION_BOT,0.38
35159,LDSMFG_135158,ACTION_BOT,0.31
35160,LDSMFG_135159,ACTION_BOT,0.26
35161,LDSMFG_135160,ACTION_FIELD,0.41
35162,LDSMFG_135161,ACTION_HUMAN_CALL,0.29
35163,LDSMFG_135162,ACTION_DIGITAL,0.75
35164,LDSMFG_135163,ACTION_DIGITAL,0.3
35165,LDSMFG_135164,ACTION_HUMAN_CALL,0.85
35166,LDSMFG_135165,ACTION_HUMAN_CALL,0.9
35167,LDSMFG_135166,ACTION_HUMAN_CALL,0.68
35168,LDSMFG_135167,ACTION_HUMAN_CALL,0.38
35169,LDSMFG_135168,ACTION_DIGITAL,0.15
35170,LDSMFG_135169,ACTION_BOT,0.51
35171,LDSMFG_135170,ACTION_DIGITAL,0.65
35172,LDSMFG_135171,ACTION_BOT,0.06
35173,LDSMFG_135172,ACTION_DIGITAL,0.73
35174,LDSMFG_135173,ACTION_HUMAN_CALL,0.07
35175,LDSMFG_135174,ACTION_FIELD,0.41
35176,LDSMFG_135175,ACTION_DIGITAL,0.54
35177,LDSMFG_135176,ACTION_BOT,0.27
35178,LDSMFG_135177,ACTION_BOT,0.52
35179,LDSMFG_135178,ACTION_BOT,0.42
35180,LDSMFG_135179,ACTION_FIELD,0.42
35181,LDSMFG_135180,ACTION_BOT,0.41
35182,LDSMFG_135181,ACTION_FIELD,0.36
35183,LDSMFG_135182,ACTION_DIGITAL,0.42
35184,LDSMFG_135183,ACTION_FIELD,0.51
35185,LDSMFG_135184,ACTION_HUMAN_CALL,0.33
35186,LDSMFG_135185,ACTION_BOT,0.48
35187,LDSMFG_135186,ACTION_HUMAN_CALL,0.41
35188,LDSMFG_135187,ACTION_FIELD,0.41
35189,LDSMFG_135188,ACTION_BOT,0.54
35190,LDSMFG_135189,ACTION_BOT,0.51
35191,LDSMFG_135190,ACTION_BOT,0.16
35192,LDSMFG_135191,ACTION_BOT,0.28
35193,LDSMFG_135192,ACTION_DIGITAL,0.73
35194,LDSMFG_135193,ACTION_BOT,0.11
35195,LDSMFG_135194,ACTION_FIELD,0.7
35196,LDSMFG_135195,ACTION_HUMAN_CALL,0.46
35197,LDSMFG_135196,ACTION_DIGITAL,0.28
35198,LDSMFG_135197,ACTION_HUMAN_CALL,0.03
35199,LDSMFG_135198,ACTION_BOT,0.53
35200,LDSMFG_135199,ACTION_HUMAN_CALL,0.61
35201,LDSMFG_135200,ACTION_BOT,0.14
35202,LDSMFG_135201,ACTION_BOT,0.72
35203,LDSMFG_135202,ACTION_DIGITAL,0.46
35204,LDSMFG_135203,ACTION_FIELD,0.4
35205,LDSMFG_135204,ACTION_FIELD,0.44
35206,LDSMFG_135205,ACTION_BOT,0.12
35207,LDSMFG_135206,ACTION_BOT,0.49
35208,LDSMFG_135207,ACTION_BOT,0.69
35209,LDSMFG_135208,ACTION_DIGITAL,0.52
35210,LDSMFG_135209,ACTION_BOT,0.75
35211,LDSMFG_135210,ACTION_HUMAN_CALL,0.43
35212,LDSMFG_135211,ACTION_BOT,0.6
