lead_code,call_type,disposition,duration,start_time,agent_id
LDSMFG_183811,HUMAN,NO_ANSWER,109,2025-01-14,AG_136
LDSMFG_118535,HUMAN,NO_ANSWER,102,2025-01-03,AG_142
LDSMFG_147891,HUMAN,ANSWERED,12,2025-01-02,AG_143
LDSMFG_155137,HUMAN,ANSWERED,290,2025-01-20,AG_143
LDSMFG_144899,HUMAN,ANSWERED,78,2025-01-27,AG_124
LDSMFG_143343,HUMAN,ANSWERED,227,2025-01-09,AG_110
LDSMFG_191588,HUMAN,ANSWERED,102,2025-01-23,AG_113
LDSMFG_187566,HUMAN,NO_ANSWER,177,2025-01-15,AG_126
LDSMFG_135559,HUMAN,NO_ANSWER,34,2025-01-15,AG_130
LDSMFG_181164,HUMAN,NO_ANSWER,40,2025-01-21,AG_121
LDSMFG_140045,HUMAN,NO_ANSWER,226,2025-01-27,AG_124
LDSMFG_190353,HUMAN,NO_ANSWER,57,2025-01-12,AG_146
LDSMFG_150330,HUMAN,NO_ANSWER,198,2025-01-20,AG_107
LDSMFG_140343,HUMAN,NO_ANSWER,209,2025-01-29,AG_130
LDSMFG_104155,HUMAN,NO_ANSWER,173,2025-01-12,AG_101
LDSMFG_170868,HUMAN,NO_ANSWER,216,2025-01-21,AG_145
LDSMFG_170362,HUMAN,NO_ANSWER,226,2025-01-20,AG_145
LDSMFG_125345,HUMAN,ANSWERED,42,2025-01-06,AG_128
LDSMFG_123052,HUMAN,NO_ANSWER,2,2025-01-13,AG_111
LDSMFG_112926,HUMAN,NO_ANSWER,292,2025-01-05,AG_139
LDSMFG_177614,HUMAN,ANSWERED,231,2025-01-25,AG_130
LDSMFG_113467,HUMAN,ANSWERED,230,2025-01-05,AG_139
LDSMFG_118856,HUMAN,NO_ANSWER,232,2025-01-25,AG_103
LDSMFG_101409,HUMAN,NO_ANSWER,219,2025-01-02,AG_126
LDSMFG_167045,HUMAN,NO_ANSWER,186,2025-01-11,AG_125
LDSMFG_157746,HUMAN,NO_ANSWER,64,2025-01-27,AG_109
LDSMFG_123946,HUMAN,NO_ANSWER,55,2025-01-10,AG_144
LDSMFG_180740,HUMAN,NO_ANSWER,295,2025-01-20,AG_136
LDSMFG_178635,HUMAN,NO_ANSWER,157,2025-01-17,AG_132
LDSMFG_197628,HUMAN,NO_ANSWER,298,2025-01-29,AG_143
LDSMFG_110061,HUMAN,NO_ANSWER,56,2025-01-23,AG_125
LDSMFG_181892,HUMAN,NO_ANSWER,16,2025-01-02,AG_113
LDSMFG_191953,HUMAN,NO_ANSWER,76,2025-01-03,AG_106
LDSMFG_120663,HUMAN,NO_ANSWER,30,2025-01-30,AG_101
LDSMFG_137607,HUMAN,NO_ANSWER,74,2025-01-21,AG_138
LDSMFG_167931,HUMAN,ANSWERED,3,2025-01-02,AG_120
LDSMFG_152478,HUMAN,NO_ANSWER,180,2025-01-01,AG_136
LDSMFG_154017,HUMAN,NO_ANSWER,13,2025-01-03,AG_149
LDSMFG_147925,HUMAN,NO_ANSWER,295,2025-01-03,AG_112
LDSMFG_192441,HUMAN,ANSWERED,35,2025-01-05,AG_115
LDSMFG_198248,HUMAN,NO_ANSWER,294,2025-01-27,AG_142
LDSMFG_196849,HUMAN,NO_ANSWER,123,2025-01-09,AG_144
LDSMFG_174281,HUMAN,NO_ANSWER,56,2025-01-17,AG_138
LDSMFG_128936,HUMAN,ANSWERED,23,2025-01-05,AG_120
LDSMFG_111343,HUMAN,NO_ANSWER,67,2025-01-07,AG_141
LDSMFG_176737,HUMAN,NO_ANSWER,287,2025-01-10,AG_116
LDSMFG_148408,HUMAN,ANSWERED,153,2025-01-07,AG_144
LDSMFG_199815,HUMAN,ANSWERED,99,2025-01-05,AG_140
LDSMFG_115461,HUMAN,NO_ANSWER,213,2025-01-04,AG_100
LDSMFG_135218,HUMAN,NO_ANSWER,194,2025-01-03,AG_138
LDSMFG_120007,HUMAN,ANSWERED,15,2025-01-06,AG_134
LDSMFG_139062,HUMAN,BUSY,74,2025-01-17,AG_112
LDSMFG_133556,HUMAN,NO_ANSWER,288,2025-01-12,AG_129
LDSMFG_191687,HUMAN,ANSWERED,148,2025-01-30,AG_142
LDSMFG_156858,HUMAN,NO_ANSWER,272,2025-01-08,AG_121
LDSMFG_185551,HUMAN,NO_ANSWER,284,2025-01-05,AG_140
LDSMFG_189624,HUMAN,NO_ANSWER,282,2025-01-13,AG_141
LDSMFG_163690,HUMAN,NO_ANSWER,100,2025-01-07,AG_148
LDSMFG_143243,HUMAN,NO_ANSWER,133,2025-01-15,AG_141
LDSMFG_110146,HUMAN,NO_ANSWER,172,2025-01-16,AG_126
LDSMFG_167385,HUMAN,ANSWERED,181,2025-01-05,AG_129
LDSMFG_139775,HUMAN,ANSWERED,130,2025-01-23,AG_133
LDSMFG_159723,HUMAN,NO_ANSWER,269,2025-01-09,AG_110
LDSMFG_126214,HUMAN,ANSWERED,223,2025-01-23,AG_130
LDSMFG_120132,HUMAN,NO_ANSWER,197,2025-01-14,AG_123
LDSMFG_103158,HUMAN,NO_ANSWER,226,2025-01-09,AG_141
LDSMFG_190133,HUMAN,NO_ANSWER,117,2025-01-19,AG_105
LDSMFG_160569,HUMAN,NO_ANSWER,155,2025-01-21,AG_128
LDSMFG_105632,HUMAN,NO_ANSWER,222,2025-01-02,AG_116
LDSMFG_183704,HUMAN,NO_ANSWER,292,2025-01-05,AG_116
LDSMFG_165907,HUMAN,NO_ANSWER,271,2025-01-05,AG_138
LDSMFG_171868,HUMAN,NO_ANSWER,55,2025-01-17,AG_129
LDSMFG_199326,HUMAN,NO_ANSWER,177,2025-01-22,AG_127
LDSMFG_124276,HUMAN,ANSWERED,156,2025-01-04,AG_115
LDSMFG_100641,HUMAN,NO_ANSWER,281,2025-01-03,AG_110
LDSMFG_165757,HUMAN,BUSY,281,2025-01-06,AG_129
LDSMFG_156359,HUMAN,NO_ANSWER,27,2025-01-21,AG_123
LDSMFG_169875,HUMAN,NO_ANSWER,259,2025-01-20,AG_120
LDSMFG_186964,HUMAN,NO_ANSWER,8,2025-01-04,AG_113
LDSMFG_192960,HUMAN,ANSWERED,138,2025-01-08,AG_135
LDSMFG_117056,HUMAN,NO_ANSWER,80,2025-01-27,AG_120
LDSMFG_136431,HUMAN,NO_ANSWER,219,2025-01-11,AG_122
LDSMFG_197000,HUMAN,ANSWERED,54,2025-01-02,AG_109
LDSMFG_197479,HUMAN,NO_ANSWER,122,2025-01-15,AG_144
LDSMFG_109143,HUMAN,NO_ANSWER,283,2025-01-27,AG_107
LDSMFG_148984,HUMAN,NO_ANSWER,37,2025-01-10,AG_145
LDSMFG_120604,HUMAN,ANSWERED,71,2025-01-23,AG_102
LDSMFG_137757,HUMAN,NO_ANSWER,85,2025-01-22,AG_109
LDSMFG_141001,HUMAN,ANSWERED,259,2025-01-27,AG_122
LDSMFG_167387,HUMAN,BUSY,277,2025-01-26,AG_137
LDSMFG_147178,HUMAN,ANSWERED,297,2025-01-21,AG_102
LDSMFG_195987,HUMAN,NO_ANSWER,100,2025-01-13,AG_146
LDSMFG_183092,HUMAN,NO_ANSWER,290,2025-01-30,AG_141
LDSMFG_152001,HUMAN,ANSWERED,20,2025-01-07,AG_118
LDSMFG_129795,HUMAN,ANSWERED,122,2025-01-11,AG_107
LDSMFG_198117,HUMAN,NO_ANSWER,15,2025-01-11,AG_134
LDSMFG_172887,HUMAN,ANSWERED,250,2025-01-11,AG_123
LDSMFG_123608,HUMAN,ANSWERED,173,2025-01-23,AG_143
LDSMFG_147337,HUMAN,ANSWERED,252,2025-01-13,AG_128
LDSMFG_189048,HUMAN,ANSWERED,61,2025-01-17,AG_134
LDSMFG_145782,HUMAN,BUSY,134,2025-01-29,AG_144
LDSMFG_117484,HUMAN,BUSY,245,2025-01-17,AG_113
LDSMFG_194811,HUMAN,NO_ANSWER,156,2025-01-27,AG_137
LDSMFG_169193,HUMAN,ANSWERED,45,2025-01-07,AG_148
LDSMFG_185366,HUMAN,BUSY,284,2025-01-26,AG_111
LDSMFG_108338,HUMAN,NO_ANSWER,227,2025-01-18,AG_108
LDSMFG_111825,HUMAN,NO_ANSWER,182,2025-01-03,AG_140
LDSMFG_192594,HUMAN,NO_ANSWER,178,2025-01-24,AG_110
LDSMFG_131699,HUMAN,ANSWERED,165,2025-01-28,AG_147
LDSMFG_120028,HUMAN,NO_ANSWER,57,2025-01-23,AG_111
LDSMFG_130550,HUMAN,NO_ANSWER,26,2025-01-10,AG_130
LDSMFG_195681,HUMAN,ANSWERED,121,2025-01-26,AG_126
LDSMFG_175148,HUMAN,NO_ANSWER,15,2025-01-16,AG_126
LDSMFG_136401,HUMAN,NO_ANSWER,49,2025-01-19,AG_108
LDSMFG_157190,HUMAN,NO_ANSWER,34,2025-01-27,AG_145
LDSMFG_106367,HUMAN,BUSY,136,2025-01-01,AG_100
LDSMFG_144854,HUMAN,BUSY,158,2025-01-10,AG_141
LDSMFG_122978,HUMAN,ANSWERED,262,2025-01-01,AG_101
LDSMFG_153253,HUMAN,ANSWERED,197,2025-01-25,AG_109
LDSMFG_105506,HUMAN,ANSWERED,231,2025-01-24,AG_138
LDSMFG_176329,HUMAN,NO_ANSWER,159,2025-01-28,AG_139
LDSMFG_107121,HUMAN,NO_ANSWER,249,2025-01-02,AG_133
LDSMFG_123430,HUMAN,ANSWERED,244,2025-01-24,AG_136
LDSMFG_191796,HUMAN,NO_ANSWER,278,2025-01-25,AG_121
LDSMFG_159087,HUMAN,NO_ANSWER,150,2025-01-25,AG_147
LDSMFG_103668,HUMAN,NO_ANSWER,104,2025-01-05,AG_116
LDSMFG_108776,HUMAN,BUSY,127,2025-01-22,AG_142
LDSMFG_185712,HUMAN,ANSWERED,221,2025-01-02,AG_121
LDSMFG_119425,HUMAN,NO_ANSWER,189,2025-01-23,AG_135
LDSMFG_188883,HUMAN,ANSWERED,152,2025-01-22,AG_149
LDSMFG_157973,HUMAN,NO_ANSWER,180,2025-01-30,AG_137
LDSMFG_177472,HUMAN,NO_ANSWER,124,2025-01-23,AG_107
LDSMFG_191210,HUMAN,NO_ANSWER,82,2025-01-11,AG_145
LDSMFG_148951,HUMAN,ANSWERED,67,2025-01-30,AG_104
LDSMFG_163819,HUMAN,NO_ANSWER,32,2025-01-04,AG_110
LDSMFG_125612,HUMAN,NO_ANSWER,85,2025-01-26,AG_138
LDSMFG_102248,HUMAN,ANSWERED,249,2025-01-07,AG_135
LDSMFG_155243,HUMAN,NO_ANSWER,55,2025-01-02,AG_111
LDSMFG_164466,HUMAN,NO_ANSWER,101,2025-01-16,AG_134
LDSMFG_130535,HUMAN,ANSWERED,73,2025-01-03,AG_100
LDSMFG_199443,HUMAN,NO_ANSWER,101,2025-01-02,AG_138
LDSMFG_118122,HUMAN,BUSY,109,2025-01-12,AG_106
LDSMFG_150353,HUMAN,NO_ANSWER,126,2025-01-21,AG_110
LDSMFG_195780,HUMAN,NO_ANSWER,211,2025-01-11,AG_120
LDSMFG_179908,HUMAN,NO_ANSWER,266,2025-01-08,AG_107
LDSMFG_194632,HUMAN,ANSWERED,240,2025-01-23,AG_135
LDSMFG_121700,HUMAN,ANSWERED,59,2025-01-13,AG_146
LDSMFG_185591,HUMAN,BUSY,128,2025-01-07,AG_127
LDSMFG_137354,HUMAN,ANSWERED,253,2025-01-22,AG_124
LDSMFG_144474,HUMAN,NO_ANSWER,257,2025-01-30,AG_136
LDSMFG_146741,HUMAN,ANSWERED,6,2025-01-21,AG_148
LDSMFG_148556,HUMAN,ANSWERED,240,2025-01-21,AG_142
LDSMFG_145220,HUMAN,NO_ANSWER,268,2025-01-15,AG_135
LDSMFG_123619,HUMAN,NO_ANSWER,273,2025-01-12,AG_131
LDSMFG_151734,HUMAN,ANSWERED,269,2025-01-21,AG_101
LDSMFG_179170,HUMAN,ANSWERED,89,2025-01-06,AG_123
LDSMFG_180401,HUMAN,NO_ANSWER,22,2025-01-16,AG_121
LDSMFG_157112,HUMAN,NO_ANSWER,82,2025-01-04,AG_139
LDSMFG_196777,HUMAN,ANSWERED,234,2025-01-20,AG_105
LDSMFG_153823,HUMAN,NO_ANSWER,234,2025-01-21,AG_107
LDSMFG_142131,HUMAN,NO_ANSWER,243,2025-01-18,AG_108
LDSMFG_157134,HUMAN,ANSWERED,28,2025-01-30,AG_102
LDSMFG_121363,HUMAN,NO_ANSWER,164,2025-01-14,AG_129
LDSMFG_176707,HUMAN,NO_ANSWER,222,2025-01-29,AG_107
LDSMFG_185995,HUMAN,NO_ANSWER,63,2025-01-10,AG_144
LDSMFG_188283,HUMAN,ANSWERED,251,2025-01-12,AG_136
LDSMFG_195456,HUMAN,NO_ANSWER,225,2025-01-22,AG_120
LDSMFG_153662,HUMAN,NO_ANSWER,63,2025-01-04,AG_138
LDSMFG_119391,HUMAN,NO_ANSWER,34,2025-01-06,AG_142
LDSMFG_136286,HUMAN,NO_ANSWER,237,2025-01-08,AG_126
LDSMFG_180540,HUMAN,NO_ANSWER,86,2025-01-08,AG_128
LDSMFG_168913,HUMAN,NO_ANSWER,32,2025-01-12,AG_132
LDSMFG_193594,HUMAN,NO_ANSWER,188,2025-01-09,AG_112
LDSMFG_159478,HUMAN,NO_ANSWER,126,2025-01-26,AG_115
LDSMFG_175934,HUMAN,ANSWERED,145,2025-01-03,AG_106
LDSMFG_176625,HUMAN,NO_ANSWER,124,2025-01-29,AG_103
LDSMFG_194133,HUMAN,ANSWERED,73,2025-01-26,AG_144
LDSMFG_179490,HUMAN,NO_ANSWER,51,2025-01-22,AG_143
LDSMFG_104991,HUMAN,NO_ANSWER,173,2025-01-11,AG_111
LDSMFG_199341,HUMAN,BUSY,155,2025-01-03,AG_129
LDSMFG_105930,HUMAN,ANSWERED,229,2025-01-09,AG_133
LDSMFG_181786,HUMAN,ANSWERED,67,2025-01-07,AG_111
LDSMFG_180016,HUMAN,NO_ANSWER,31,2025-01-15,AG_141
LDSMFG_173967,HUMAN,NO_ANSWER,131,2025-01-18,AG_134
LDSMFG_169008,HUMAN,NO_ANSWER,271,2025-01-11,AG_132
LDSMFG_123474,HUMAN,ANSWERED,142,2025-01-29,AG_104
LDSMFG_150213,HUMAN,ANSWERED,49,2025-01-23,AG_124
LDSMFG_145096,HUMAN,NO_ANSWER,82,2025-01-16,AG_140
LDSMFG_157797,HUMAN,ANSWERED,273,2025-01-29,AG_101
LDSMFG_182960,HUMAN,NO_ANSWER,283,2025-01-21,AG_101
LDSMFG_193718,HUMAN,NO_ANSWER,11,2025-01-04,AG_107
LDSMFG_166526,HUMAN,NO_ANSWER,39,2025-01-01,AG_115
LDSMFG_128443,HUMAN,ANSWERED,226,2025-01-19,AG_128
LDSMFG_124660,HUMAN,ANSWERED,191,2025-01-14,AG_125
LDSMFG_182433,HUMAN,NO_ANSWER,180,2025-01-21,AG_128
LDSMFG_129946,HUMAN,NO_ANSWER,244,2025-01-13,AG_120
LDSMFG_158108,HUMAN,NO_ANSWER,199,2025-01-26,AG_127
LDSMFG_150800,HUMAN,NO_ANSWER,223,2025-01-03,AG_141
LDSMFG_171668,HUMAN,ANSWERED,46,2025-01-09,AG_139
LDSMFG_160347,HUMAN,ANSWERED,228,2025-01-08,AG_130
LDSMFG_147133,HUMAN,NO_ANSWER,107,2025-01-14,AG_132
LDSMFG_154107,HUMAN,NO_ANSWER,41,2025-01-29,AG_140
LDSMFG_141512,HUMAN,NO_ANSWER,269,2025-01-17,AG_119
LDSMFG_157166,HUMAN,ANSWERED,148,2025-01-06,AG_109
LDSMFG_106360,HUMAN,NO_ANSWER,177,2025-01-08,AG_105
LDSMFG_174391,HUMAN,NO_ANSWER,70,2025-01-28,AG_116
LDSMFG_160373,HUMAN,ANSWERED,286,2025-01-11,AG_116
LDSMFG_103147,HUMAN,NO_ANSWER,187,2025-01-11,AG_116
LDSMFG_173023,HUMAN,NO_ANSWER,232,2025-01-17,AG_120
LDSMFG_191378,HUMAN,ANSWERED,89,2025-01-27,AG_123
LDSMFG_171844,HUMAN,NO_ANSWER,67,2025-01-23,AG_115
LDSMFG_134792,HUMAN,ANSWERED,91,2025-01-14,AG_143
LDSMFG_138348,HUMAN,NO_ANSWER,251,2025-01-07,AG_118
LDSMFG_157498,HUMAN,NO_ANSWER,13,2025-01-30,AG_120
LDSMFG_112647,HUMAN,NO_ANSWER,166,2025-01-27,AG_111
LDSMFG_150434,HUMAN,NO_ANSWER,138,2025-01-18,AG_111
LDSMFG_157318,HUMAN,NO_ANSWER,5,2025-01-04,AG_110
LDSMFG_191859,HUMAN,NO_ANSWER,277,2025-01-10,AG_138
LDSMFG_124322,HUMAN,NO_ANSWER,176,2025-01-01,AG_119
LDSMFG_189787,HUMAN,NO_ANSWER,212,2025-01-25,AG_135
LDSMFG_122706,HUMAN,ANSWERED,75,2025-01-02,AG_148
LDSMFG_115005,HUMAN,NO_ANSWER,163,2025-01-12,AG_125
LDSMFG_183540,HUMAN,ANSWERED,237,2025-01-01,AG_110
LDSMFG_191392,HUMAN,ANSWERED,150,2025-01-27,AG_140
LDSMFG_190067,HUMAN,BUSY,235,2025-01-15,AG_148
LDSMFG_180637,HUMAN,ANSWERED,145,2025-01-14,AG_113
LDSMFG_106845,HUMAN,NO_ANSWER,251,2025-01-21,AG_117
LDSMFG_164180,HUMAN,NO_ANSWER,200,2025-01-27,AG_102
LDSMFG_111465,HUMAN,NO_ANSWER,78,2025-01-03,AG_102
LDSMFG_156207,HUMAN,NO_ANSWER,115,2025-01-08,AG_123
LDSMFG_162609,HUMAN,BUSY,186,2025-01-25,AG_122
LDSMFG_164610,HUMAN,NO_ANSWER,177,2025-01-16,AG_135
LDSMFG_185078,HUMAN,NO_ANSWER,138,2025-01-28,AG_104
LDSMFG_178117,HUMAN,NO_ANSWER,29,2025-01-19,AG_119
LDSMFG_186802,HUMAN,ANSWERED,112,2025-01-10,AG_119
LDSMFG_144070,HUMAN,NO_ANSWER,221,2025-01-29,AG_118
LDSMFG_111742,HUMAN,BUSY,168,2025-01-12,AG_124
LDSMFG_143010,HUMAN,NO_ANSWER,180,2025-01-06,AG_117
LDSMFG_122945,HUMAN,NO_ANSWER,299,2025-01-10,AG_103
LDSMFG_178443,HUMAN,ANSWERED,18,2025-01-19,AG_145
LDSMFG_109824,HUMAN,ANSWERED,203,2025-01-27,AG_110
LDSMFG_175263,HUMAN,NO_ANSWER,109,2025-01-07,AG_124
LDSMFG_194437,HUMAN,BUSY,184,2025-01-06,AG_102
LDSMFG_122332,HUMAN,BUSY,181,2025-01-21,AG_101
LDSMFG_108717,HUMAN,NO_ANSWER,281,2025-01-27,AG_106
LDSMFG_176919,HUMAN,ANSWERED,162,2025-01-15,AG_102
LDSMFG_161549,HUMAN,NO_ANSWER,147,2025-01-17,AG_100
LDSMFG_179081,HUMAN,ANSWERED,295,2025-01-20,AG_148
LDSMFG_189672,HUMAN,NO_ANSWER,92,2025-01-29,AG_149
LDSMFG_198282,HUMAN,NO_ANSWER,287,2025-01-14,AG_147
LDSMFG_137378,HUMAN,NO_ANSWER,96,2025-01-17,AG_118
LDSMFG_155794,HUMAN,NO_ANSWER,212,2025-01-11,AG_118
LDSMFG_125685,HUMAN,NO_ANSWER,140,2025-01-17,AG_116
LDSMFG_159444,HUMAN,ANSWERED,29,2025-01-23,AG_109
LDSMFG_153826,HUMAN,ANSWERED,28,2025-01-02,AG_112
LDSMFG_133903,HUMAN,NO_ANSWER,52,2025-01-03,AG_145
LDSMFG_108684,HUMAN,NO_ANSWER,215,2025-01-15,AG_120
LDSMFG_170561,HUMAN,ANSWERED,275,2025-01-01,AG_111
LDSMFG_172460,HUMAN,ANSWERED,266,2025-01-14,AG_145
LDSMFG_150549,HUMAN,ANSWERED,208,2025-01-22,AG_148
LDSMFG_185095,HUMAN,ANSWERED,150,2025-01-19,AG_118
LDSMFG_171091,HUMAN,NO_ANSWER,160,2025-01-12,AG_137
LDSMFG_151548,HUMAN,NO_ANSWER,228,2025-01-20,AG_140
LDSMFG_145856,HUMAN,NO_ANSWER,129,2025-01-10,AG_140
LDSMFG_117132,HUMAN,NO_ANSWER,188,2025-01-10,AG_113
LDSMFG_111199,HUMAN,NO_ANSWER,151,2025-01-21,AG_112
LDSMFG_195766,HUMAN,ANSWERED,4,2025-01-10,AG_128
LDSMFG_182890,HUMAN,ANSWERED,129,2025-01-11,AG_103
LDSMFG_164168,HUMAN,NO_ANSWER,105,2025-01-30,AG_147
LDSMFG_198417,HUMAN,BUSY,203,2025-01-22,AG_110
LDSMFG_172602,HUMAN,ANSWERED,21,2025-01-07,AG_128
LDSMFG_174189,HUMAN,NO_ANSWER,238,2025-01-17,AG_120
LDSMFG_179761,HUMAN,NO_ANSWER,114,2025-01-07,AG_121
LDSMFG_196508,HUMAN,NO_ANSWER,112,2025-01-03,AG_106
LDSMFG_176379,HUMAN,NO_ANSWER,206,2025-01-26,AG_146
LDSMFG_150482,HUMAN,ANSWERED,171,2025-01-13,AG_113
LDSMFG_190165,HUMAN,BUSY,289,2025-01-14,AG_134
LDSMFG_188692,HUMAN,NO_ANSWER,162,2025-01-06,AG_101
LDSMFG_151211,HUMAN,NO_ANSWER,59,2025-01-21,AG_148
LDSMFG_142353,HUMAN,NO_ANSWER,142,2025-01-10,AG_100
LDSMFG_186667,HUMAN,ANSWERED,33,2025-01-25,AG_144
LDSMFG_152542,HUMAN,NO_ANSWER,202,2025-01-19,AG_101
LDSMFG_133135,HUMAN,NO_ANSWER,95,2025-01-30,AG_118
LDSMFG_190713,HUMAN,NO_ANSWER,47,2025-01-28,AG_143
LDSMFG_140652,HUMAN,ANSWERED,174,2025-01-18,AG_145
LDSMFG_127652,HUMAN,NO_ANSWER,59,2025-01-09,AG_127
LDSMFG_145044,HUMAN,BUSY,182,2025-01-16,AG_132
LDSMFG_139835,HUMAN,NO_ANSWER,293,2025-01-21,AG_146
LDSMFG_130949,HUMAN,NO_ANSWER,110,2025-01-25,AG_114
LDSMFG_111226,HUMAN,NO_ANSWER,104,2025-01-27,AG_141
LDSMFG_101516,HUMAN,NO_ANSWER,259,2025-01-17,AG_146
LDSMFG_162056,HUMAN,ANSWERED,181,2025-01-10,AG_115
LDSMFG_189191,HUMAN,ANSWERED,58,2025-01-19,AG_136
LDSMFG_154380,HUMAN,NO_ANSWER,216,2025-01-24,AG_102
LDSMFG_140411,HUMAN,NO_ANSWER,299,2025-01-09,AG_104
LDSMFG_115922,HUMAN,NO_ANSWER,223,2025-01-19,AG_143
LDSMFG_190776,HUMAN,NO_ANSWER,57,2025-01-28,AG_132
LDSMFG_162251,HUMAN,ANSWERED,271,2025-01-24,AG_112
LDSMFG_162440,HUMAN,ANSWERED,173,2025-01-21,AG_108
LDSMFG_162962,HUMAN,NO_ANSWER,63,2025-01-30,AG_135
LDSMFG_163897,HUMAN,BUSY,71,2025-01-04,AG_104
LDSMFG_117633,HUMAN,ANSWERED,58,2025-01-29,AG_132
LDSMFG_172117,HUMAN,NO_ANSWER,127,2025-01-13,AG_119
LDSMFG_154063,HUMAN,ANSWERED,30,2025-01-26,AG_139
LDSMFG_136126,HUMAN,NO_ANSWER,111,2025-01-05,AG_134
LDSMFG_158502,HUMAN,NO_ANSWER,193,2025-01-04,AG_117
LDSMFG_138070,HUMAN,ANSWERED,176,2025-01-24,AG_103
LDSMFG_121761,HUMAN,NO_ANSWER,174,2025-01-03,AG_132
LDSMFG_141236,HUMAN,NO_ANSWER,161,2025-01-02,AG_101
LDSMFG_169701,HUMAN,NO_ANSWER,220,2025-01-21,AG_125
LDSMFG_105769,HUMAN,NO_ANSWER,92,2025-01-06,AG_103
LDSMFG_199872,HUMAN,NO_ANSWER,268,2025-01-21,AG_128
LDSMFG_172552,HUMAN,NO_ANSWER,185,2025-01-20,AG_142
LDSMFG_101201,HUMAN,NO_ANSWER,81,2025-01-17,AG_106
LDSMFG_154685,HUMAN,NO_ANSWER,172,2025-01-19,AG_104
LDSMFG_182816,HUMAN,NO_ANSWER,230,2025-01-25,AG_148
LDSMFG_141704,HUMAN,ANSWERED,256,2025-01-11,AG_145
LDSMFG_119376,HUMAN,ANSWERED,127,2025-01-09,AG_139
LDSMFG_194318,HUMAN,NO_ANSWER,216,2025-01-06,AG_115
LDSMFG_118657,HUMAN,NO_ANSWER,133,2025-01-04,AG_128
LDSMFG_123448,HUMAN,ANSWERED,86,2025-01-25,AG_138
LDSMFG_100952,HUMAN,NO_ANSWER,259,2025-01-04,AG_108
LDSMFG_113690,HUMAN,ANSWERED,176,2025-01-15,AG_135
LDSMFG_100944,HUMAN,ANSWERED,279,2025-01-23,AG_128
LDSMFG_154060,HUMAN,NO_ANSWER,249,2025-01-25,AG_108
LDSMFG_111644,HUMAN,NO_ANSWER,33,2025-01-23,AG_126
LDSMFG_191633,HUMAN,NO_ANSWER,86,2025-01-29,AG_102
LDSMFG_187868,HUMAN,NO_ANSWER,284,2025-01-15,AG_102
LDSMFG_173650,HUMAN,BUSY,79,2025-01-30,AG_115
LDSMFG_187319,HUMAN,ANSWERED,203,2025-01-25,AG_141
LDSMFG_169107,HUMAN,NO_ANSWER,179,2025-01-15,AG_148
LDSMFG_171980,HUMAN,ANSWERED,179,2025-01-13,AG_123
LDSMFG_177526,HUMAN,NO_ANSWER,226,2025-01-04,AG_122
LDSMFG_124822,HUMAN,BUSY,80,2025-01-19,AG_126
LDSMFG_122517,HUMAN,NO_ANSWER,121,2025-01-10,AG_112
LDSMFG_111885,HUMAN,NO_ANSWER,35,2025-01-05,AG_130
LDSMFG_148337,HUMAN,NO_ANSWER,199,2025-01-06,AG_104
LDSMFG_185441,HUMAN,NO_ANSWER,21,2025-01-28,AG_143
LDSMFG_185781,HUMAN,NO_ANSWER,161,2025-01-27,AG_101
LDSMFG_155312,HUMAN,ANSWERED,8,2025-01-16,AG_123
LDSMFG_123340,HUMAN,NO_ANSWER,150,2025-01-07,AG_101
LDSMFG_142388,HUMAN,NO_ANSWER,178,2025-01-30,AG_145
LDSMFG_158084,HUMAN,NO_ANSWER,68,2025-01-20,AG_127
LDSMFG_187027,HUMAN,NO_ANSWER,194,2025-01-18,AG_149
LDSMFG_115665,HUMAN,ANSWERED,228,2025-01-19,AG_134
LDSMFG_165502,HUMAN,ANSWERED,31,2025-01-21,AG_112
LDSMFG_115773,HUMAN,ANSWERED,104,2025-01-18,AG_128
LDSMFG_142458,HUMAN,ANSWERED,211,2025-01-08,AG_113
LDSMFG_143218,HUMAN,ANSWERED,116,2025-01-18,AG_127
LDSMFG_173044,HUMAN,BUSY,242,2025-01-11,AG_102
LDSMFG_140894,HUMAN,BUSY,64,2025-01-01,AG_139
LDSMFG_111625,HUMAN,NO_ANSWER,95,2025-01-20,AG_130
LDSMFG_143010,HUMAN,NO_ANSWER,238,2025-01-29,AG_117
LDSMFG_195931,HUMAN,ANSWERED,173,2025-01-28,AG_137
LDSMFG_188930,HUMAN,NO_ANSWER,113,2025-01-18,AG_146
LDSMFG_168316,HUMAN,NO_ANSWER,114,2025-01-25,AG_149
LDSMFG_169819,HUMAN,NO_ANSWER,161,2025-01-12,AG_116
LDSMFG_186447,HUMAN,NO_ANSWER,88,2025-01-18,AG_123
LDSMFG_114026,HUMAN,NO_ANSWER,165,2025-01-19,AG_112
LDSMFG_164231,HUMAN,ANSWERED,212,2025-01-14,AG_104
LDSMFG_129299,HUMAN,NO_ANSWER,72,2025-01-03,AG_115
LDSMFG_190518,HUMAN,NO_ANSWER,177,2025-01-15,AG_145
LDSMFG_138550,HUMAN,NO_ANSWER,51,2025-01-11,AG_107
LDSMFG_185725,HUMAN,NO_ANSWER,66,2025-01-13,AG_123
LDSMFG_198216,HUMAN,NO_ANSWER,219,2025-01-15,AG_102
LDSMFG_126097,HUMAN,NO_ANSWER,81,2025-01-17,AG_118
